output,input,instruction
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'destination': 'San Diego'}","system: Where are you headed?
user: I'm going to San Diego to see Shamoo.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'show_type': 'imax'}","system: What about the movies Ash Is Purest White, Captain Marvel or Citizen Kane?
user: Can you find something else. I'd like to watch a film in imax if possible.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: from_station
Slot values: {}","system: Before I can do that, I need you to read and confirm the data I have acquired. You want to buy a bus ticket for 1 person. You leave from Washington on march 11th at 8:20 am to reach New york.
user: Yes, it's just what I asked. What is the name of the station I will leave from?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'has_wifi': 'True', 'destination': '[CLS]'}","system: There are 8 buses that meet your criteria. How about an Economy extra ticket on a bus leaving at 8:40 am costing $44 per ticket.
user: Okay great. I'd also like to find a hotel with wifi to stay in while I'm there.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {}","system: I've added it to your calendar.
user: Thanks, that's all!","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {'pickup_location': 'Benito Juarez International Airport'}","system: Will you be picking the car up at Benito Juarez International Airport?
user: Yes, that is correct.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {'type': 'Standard', 'pickup_location': 'Fresno Yosemite International Airport'}","system: I have a Standard Altima available on March 11th at Fresno Yosemite International Airport.
user: Sounds cool. Reserve this car or me.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: 
Requested slots: 
Slot values: {}","system: Do you want to buy a ticket for this flight?
user: No, I don't want to buy a ticket. Thank you, that is all I need.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'Mountain View', 'cuisine': 'Diner'}","system: Which city? Kind of food?
user: Diner in Mountain View.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': 'March 2nd'}","system: Would you like to schedule a visit to this location?
user: Perhaps another time. Can you tell me my availability for that day, March 2nd.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'city': 'San Jose'}","system: 
user: I am not well and I need to find a doctor in San Jose.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: destination_station_name, origin_station_name
Slot values: {}","system: There is one that leaves at 7:40 am. The price is $10 and it's an Economy ticket.
user: What station do I leave from?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}","system: It has 1 stop.
user: Where does it depart from, and when does it arrive?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}","system: Need your final confirmation to book the Hotel Atrium Inn Vancouver up to March 8th.
user: That is confirmed and you can proceed further.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Sports'}","system: What type of event are you interested in?
user: I want a sports event.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {}","system: yes it is 707-257-1550.
user: That suits me. Check my planner for availability on that day?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin': 'Washington'}","system: From what city?
user: I need something from Washington.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '15 : 45'}","system: To confirm: You would like an appointment with Alan B. Scott, M.D. at 2 pm on March 11th.
user: On second thought make it 15:45.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'from_location': 'Sacramento', 'leaving_date': '12th of this month'}","system: When and from where are you leaving?
user: I aim to leave from Sacramento on the 12th of this month.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {'playback_device': 'TV'}","system: Verify the following information please. Use the TV to play the song The Arena.
user: Right, that's it.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'destination': '[CLS]'}","system: It should be an average of 74 degrees with a 32 percent chance of rain.
user: I'd like to find a hotel there.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {}","system: 
user: I'm looking for a movie to watch.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': '1 : 30 in the afternoon'}","system: For what time?
user: Let's do it at 1:30 in the afternoon","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}","system: Is there anything else I can help you with?
user: No thats all thank you.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {}","system: Total time of ride will be around 22 minutes.
user: Thanks. Search for some nice songs. I want to listen it now.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '3 pm'}","system: I'm sorry, that time wasn't available. Shall I try to make an appointment at 3 pm on March 9th with Chen M Dwight MD?
user: Yes, that works for me.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}","system: Will I book this hotel?
user: Yes book this for me.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'show_type': 'imax', 'genre': 'Adventure'}","system: 
user: Please help me find an Adventure movie and I want to watch it on Imax show.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}","system: Your visit to the apartment has been scheduled.
user: Thanks, that is all I need.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'the 1st', 'hotel_name': 'The Queens Park', 'number_of_days': '1'}","system: Of course. Do you have a hotel preference? When will you be checking in and how many days will you need?
user: I'd like to stay The Queens Park and I will be checking in on the 1st for 1 day.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '2', 'date': 'later today', 'time': 'afternoon 1 : 45'}","system: Would you like a reservation?
user: Yes, for two people later today in the afternoon 1:45.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'visit_date': 'Thursday next week'}","system: Sure, what date would you like to schedule?
user: How about Thursday next week.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: FindEvents
Requested slots: time, venue_address
Slot values: {}","system: How about Hot Water Music at Underground Arts?
user: When will it start and where exactly is the venue?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}","system: The event kicks off at 5 pm at 1844 Southwest Morrison Street.
user: I am interested in that event.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {}","system: Do you want to play now?
user: Yes.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {}","system: Please confirm: doctor's appointment at 12:45 pm on March 12th with Blossom Ridge Medical Group: Zimmer J Kirk MD.
user: Yes.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'American Airlines', 'outbound_departure_time': '[CLS]', 'return_date': '5th of March'}","system: JFK International Airport.
user: Sounds good to me. How about round trip flights? I want to get back on the 5th of March.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: furnished, pets_allowed
Slot values: {}","system: Your visit is scheduled
user: Are pets allowed there? And is it furnished?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}","system: Yes, confirmed, pets are allowed. Contact number is 408-226-5822. Your schedule is confirmed.
user: Thanks, that's all done","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {'inbound_departure_time': '10 : 55 am'}","system: There is 1 flight that meets your criteria. It is an American Airlines flight that leaves at 8:25 pm and returns at 10:55 am. A ticket will cost $91.
user: I would like to book that trip.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}","system: started playing the movie
user: thanks for your help","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Calendar_1
Active intent: 
Requested slots: 
Slot values: {}","system: Any other help you want?
user: No, thank you so much.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '10th of March', 'number_of_days': 'one'}","system: Sure! So, your check in date will be on March 9th and for how many days you wish to stay there?
user: I wish to stay for only one day and my check in date will be on 10th of March.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'bedroom speaker', 'song_name': 'Windows Down'}","system: I have 1 song for you to listen to. Would you like Windows Down by Big Time Rush from the album Elevate?
user: That's good. Please play it on my bedroom speaker.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {}","system: I found 10 houses. 1 Columbia Court, Baulkham Hills New South Wales 2153, Australia, with rating 4.1
user: Oh, it sounds good! I book this house","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}","system: There is another bus that has 1 transfer it leaves at 10:50 am and is priced at $76.
user: Tell me about some more buses.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: FindProvider
Requested slots: average_rating
Slot values: {}","system: What about Alta Eye Care? It is located in San Jose. This is a Ophthalmologist.
user: What is their rating though?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'San Jose', 'cuisine': 'Portuguese'}","system: 
user: I am interested in somewhere that serves Portuguese food in San Jose.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'album': 'Badlands'}","system: 
user: I'm looking to listen to some music. Something from the album Badlands maybe?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}","system: Please tell me if I have the right information: You want to schedule a visit to Bermuda-Trinidad Apartments for the day after tomorrow.
user: Yes that is correct","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_2
Active intent: 
Requested slots: 
Slot values: {}","system: Sorry, the appointment is not available. Anything else?
user: No, that is all.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Southwest Airlines'}","system: There is 1 flight which matches your request. Would you like having a flight of the Southwest Airlines which has 0 stops and leaves at 3:25 pm? The ticket of this flight costs $66.
user: Alright. Could you look for a bus I can take to go there?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}","system: I found a flight costing $279 with United Airlines. Take off is at 0:25 am with 1 stop.
user: Ok. Thanks, that is all I need.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_seats': '1'}","system: How many are you that will participate in the vent?
user: Just one ticket, please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_2
Active intent: LookupMusic
Requested slots: genre
Slot values: {}","system: I found 10 songs you may like. How about Burn by Ellie Goulding in the album Halcyon?
user: What genre is it?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}","system: I see that is is an overnight flight.
user: Okay thank you anyways, that is all I need.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}","system: It starts at 5:30 pm. The venue is at 1 Lincoln Financial Field Way.
user: Okay, that sounds great.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}","system: The flight leaves from Seattle-Tacoma International Airport and will arrive at 6:17 am.
user: Thanks for helping me. Are there some attractions there that you can show me?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_days': 'four'}","system: For how many days?
user: I will be there four days.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'travelers': '1', 'from_location': '[CLS]', 'leaving_date': '3rd of this month', 'to_location': '[CLS]'}","system: The destination airport is YVR International Airport.
user: Thank you for the help. Is there a bus that goes there? I wanna leave on the 3rd of this month.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_1
Active intent: LookupSong
Requested slots: genre, year
Slot values: {}","system: How about Peter Pan by Kelsea Ballerini in The First Time?
user: What sort of music is it? Is it from seven years back?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {}","system: There 9 more houses available. One is 1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan. That one is rated 4.2.
user: This house looks great.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}","system: It begins at 6 pm.
user: Okay, that sounds good.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {}","system: 
user: Help me look for a movie to watch.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'pets_welcome': 'True', 'location': '[CLS]'}","system: Is there anything else I can help you with today?
user: Yes, can you help me find a pet-friendly hotel nearby?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}","system: Okay sure. So you'd like to collect a standard car from Seattle-Tacoma International Airport on March 6th at 5 pm. You will be returning the car on March 8th.
user: Yes that's correct.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}","system: Is there anything else.
user: No. That's all for today.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: genre, street_address
Slot values: {}","system: 1 showtime is there at 7:30 pm in Vogue Theatre.
user: To which genre does that movie belong? Give me the address of theatre.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'song_name': 'Superficial Love'}","system: Would Superficial Love by Ruth B on the Safe Haven album interest you.
user: Yes. That one's good.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '5'}","system: Please confirm the reservation at Cassava in San Francisco for 6 people at 11 am for today.
user: It's for 5 people, not 6.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {}","system: The phone number is 510-483-3707. The apartment is not furnished.
user: What else did you find?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': '7th of March'}","system: Which day would you like to visit the apartments?
user: I think I'd like to go on the 7th of March.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","system: How about an interesting one called California African American Museum. I might be a more child friendly museum?
user: well, maybe how about another try?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'event_name': 'Low'}","system: What type of events are you interested in?
user: Low is a good choice.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'check_in_date': '6th of this month'}","system: Can you please confirm that you want to book 1 room at the La Quinta Inn By Wyndham Fresno Yosemite hotel in Fresno, and you will go there on March 7th, and will need the room till March 13th?
user: That's not right, because I will need the room from 6th of this month, and I want to have two rooms.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'type': 'General Practitioner', 'appointment_date': '[CLS]', 'city': '[CLS]', 'doctor_name': '[CLS]'}","system: The wind is going to be around 12 miles per hour
user: That sounds delightful. Schedule a visit for the doctor on that day, please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': '[CLS]'}","system: The phone number is +1 916-455-6800. Unfortunately they do not allow pets.
user: That one will be perfect.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_name': 'Apartment viewing', 'event_time': '5 pm'}","system: You currently have 3 scheduled events, one of them is Apartment viewing, starting at 5 pm.
user: Thanks! I'd like to see when I have time available.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': '[CLS]'}","system: There's one on march 1st at the PNE Amphitheatre for Styx.
user: That sounds good, when am i free that day?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {'where_to': '[CLS]'}","system: This flight will arrive at 7:42 pm and it is an overnight flight. Hope this information was useful.
user: Yes. I need your help to find a House there to stay for a while.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}","system: They do serve alcohol and they are in the expensive price range. The reservation is complete.
user: Thanks a lot.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'city': 'London', 'date': 'Monday next week'}","system: Which city should I look in?
user: Look around London on Monday next week","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'American Airlines'}","system: There are 3 flights available with American Airlines . It leaves at 3:25 pm. The flight back takes off at 10:05 am for $229.
user: Of course","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: 
Requested slots: 
Slot values: {}","system: Want to get some tickets?
user: Not now. I need nothing else from you at the moment.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}","system: One moment. Your departure station would be Union Station. Your destination station would be Downtown Station.
user: Check for more buses please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: FindApartment
Requested slots: phone_number
Slot values: {}","system: There are 10 very viable options available. At the top of this list is the Bicentennial Apartments located at 825 Russell Avenue. This property has 3 bed rooms and 2 baths for $3,700 per month.
user: Tell me the phone number for the property so I can speak to someone about renting there.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'group_size': '2', 'departure_time': 'quarter to 4 in the afternoon'}","system: For what time? How many tickets would you like?
user: Two tickets for a quarter to 4 in the afternoon.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}","system: It should arrive in 8 minutes.
user: Thanks a lot. That would be all.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'location': 'Moraga'}","system: In what town?
user: Please look in Moraga.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: has_live_music, price_range
Slot values: {}","system: Your reservation has been made!
user: Thank you, do you know if they have live music and the price range of their food?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'this Sunday'}","system: 
user: Can you find a return flight for me this Sunday?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {}","system: 
user: Get me a dentist, I have trouble with a molar.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_1
Active intent: BookAppointment
Requested slots: average_rating, street_address
Slot values: {}","system: You want to see 1512 Barber Shop at 12:30 pm on March 10th?
user: Yes. Can I have a rating and address?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}","system: 
user: I need to search for some round trip flights.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {}","system: 
user: I have a plan on a short trip and I need to search for some nice Hotels to stay for a while. Can you help me to find the best one?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}","system: origin station is Union Station and the destination will be at Port Authority Station.
user: That is okay, please proceed with ticket booking process for the event that I selected.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {'pickup_location': 'Heathrow International Airport'}","system: How about a Standard Chevrolet Cruze? This car is available for collection on March 5th from Heathrow International Airport.
user: That's great. I'd like to reserve this car please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: origin_airport
Slot values: {}","system: The flight will arrive at PHL International Airport.
user: Which airport will the flight depart from?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'album': 'Sick Boy', 'artist': 'The Chainsmokers'}","system: Unfortunately I can't find anything else that matches your criteria. Would you like help with anything else?
user: I'd like you to continue searching for music.Can you find anything by The Chainsmokers from the album Sick Boy.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RideSharing_1
Active intent: GetRide
Requested slots: ride_fare
Slot values: {}","system: The cab is booked. The drive is 22 minutes.
user: What is the cost?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'fare_type': 'Economy', 'departure_time': '[CLS]'}","system: The arrival station is Port Authority Station.
user: Great. Please book the flight for me.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {}","system: The address of the venue is at 1250 1st Avenue South. Is this area comfortable to you?
user: not interested. Search for some other dates.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}","system: Please confirm to buy 2 Economy tickets in a bus from Long Beach to Las Vegas on tomorrow at 7:10 am.
user: That is confirmed. Please make it.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'airlines': 'American Airlines', 'destination_city': 'San Diego'}","system: Where are you going?
user: I want to travel to San Diego on American Airlines.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
