id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
532,"Yes, confirmed, pets are allowed. Contact number is 408-226-5822. Your schedule is confirmed.","Thanks, that's all done","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Hello! How may I assist you today?,I'm interested in scheduling a visit to view some homes.,"[0.8, 0.6, 0.5, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.4]","[0.14687807857990265, 0.2169756293296814, 0.1962404102087021, 0.16098082065582275, 0.2789250612258911]","[0.15262705087661743, 0.2263447493314743, 0.2066541463136673, 0.16681985557079315, 0.247554212808609]","[0.6531219214200974, 0.3830243706703186, 0.3037595897912979, 0.5390191793441772, 0.021074938774108876]","[0.5473729491233825, 0.17365525066852572, 0.3933458536863327, 0.6331801444292069, 0.152445787191391]"
533,There is 1 flight that meets your criteria. It is an American Airlines flight that leaves at 8:25 pm and returns at 10:55 am. A ticket will cost $91.,I would like to book that trip.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {'inbound_departure_time': '10 : 55 am'}",Welcome to our flight reservation service! How can I assist you today?,I would like to book a roundtrip flight with the departure time at 10:55 am.,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.8, 0.5, 0.7, 0.6]","[0.1535273790359497, 0.2220645397901535, 0.20849692821502686, 0.14940039813518524, 0.2665107548236847]","[0.15349619090557098, 0.21253710985183716, 0.2143525630235672, 0.15644186735153198, 0.2631722390651703]","[0.6464726209640503, 0.47793546020984645, 0.3915030717849731, 0.6505996018648148, 0.13348924517631533]","[0.546503809094429, 0.5874628901481629, 0.2856474369764328, 0.543558132648468, 0.3368277609348297]"
534,started playing the movie,thanks for your help,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",Welcome to our movie service! What genre of movie are you in the mood for?,"I'm open to trying new genres, maybe something adventurous or sci-fi.","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.4, 0.6, 0.6, 0.2]","[0.1498136967420578, 0.2205992192029953, 0.20761016011238098, 0.1566801816225052, 0.2652966380119324]","[0.15287631750106812, 0.2147626280784607, 0.2018885314464569, 0.16363833844661713, 0.2668341398239136]","[-0.1498136967420578, -0.2205992192029953, -0.20761016011238098, -0.1566801816225052, -0.2652966380119324]","[0.6471236824989319, 0.18523737192153933, 0.39811146855354307, 0.43636166155338285, -0.06683413982391356]"
535,Any other help you want?,"No, thank you so much.","Service name: Calendar_1
Active intent: 
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,Hi there! I need help organizing my schedule. Can you help me set up a calendar?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.8, 0.7, 0.6, 0.7, 0.4]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.15062445402145386, 0.22166477143764496, 0.1947060078382492, 0.1607580929994583, 0.2722465991973877]","[0.3494384288787842, 0.2844241112470627, 0.30105161666870117, 0.3381385803222656, 0.22694724798202515]","[0.6493755459785462, 0.478335228562355, 0.40529399216175077, 0.5392419070005416, 0.12775340080261233]"
536,"Sure! So, your check in date will be on March 9th and for how many days you wish to stay there?",I wish to stay for only one day and my check in date will be on 10th of March.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '10th of March', 'number_of_days': 'one'}",Hello! How can I assist you today with your hotel reservation?,I'd like to make a reservation for a hotel room from the 10th of March for one night.,"[0.8, 0.7, 0.6, 0.65, 0.55]","[0.75, 0.65, 0.7, 0.8, 0.6]","[0.1507941484451294, 0.22560136020183563, 0.19951105117797852, 0.15806888043880463, 0.2660246193408966]","[0.15401305258274078, 0.21627481281757355, 0.20905140042304993, 0.15799134969711304, 0.26266932487487793]","[0.6492058515548706, 0.4743986397981643, 0.40048894882202146, 0.4919311195611954, 0.28397538065910344]","[0.5959869474172592, 0.4337251871824265, 0.49094859957695003, 0.642008650302887, 0.33733067512512205]"
537,I have 1 song for you to listen to. Would you like Windows Down by Big Time Rush from the album Elevate?,That's good. Please play it on my bedroom speaker.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'bedroom speaker', 'song_name': 'Windows Down'}",Welcome! How can I assist you today with your music needs?,I would like to play the song 'Windows Down' on my bedroom speaker.,"[0.5, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.8, 0.5, 0.7, 0.4]","[0.15055884420871735, 0.23052406311035156, 0.20103922486305237, 0.15613660216331482, 0.2617413103580475]","[0.15707162022590637, 0.2148551195859909, 0.20471903681755066, 0.15470702946186066, 0.2686472535133362]","[0.34944115579128265, 0.4694759368896484, 0.19896077513694765, 0.44386339783668516, 0.038258689641952504]","[0.4429283797740936, 0.5851448804140091, 0.29528096318244934, 0.5452929705381393, 0.13135274648666384]"
538,"I found 10 houses. 1 Columbia Court, Baulkham Hills New South Wales 2153, Australia, with rating 4.1","Oh, it sounds good! I book this house","Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {}",Welcome! How can I assist you with booking a hotel?,"I'm looking to book a room for two for next weekend, please.","[0.8, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.6, 0.5, 0.8, 0.5]","[0.1552940458059311, 0.225198894739151, 0.198031947016716, 0.1639007031917572, 0.2575743496417999]","[0.159389927983284, 0.22712761163711548, 0.20975741744041443, 0.1528685837984085, 0.2508563995361328]","[0.644705954194069, 0.47480110526084895, 0.401968052983284, 0.6360992968082428, 0.1424256503582001]","[0.540610072016716, 0.3728723883628845, 0.29024258255958557, 0.6471314162015915, 0.2491436004638672]"
539,There is another bus that has 1 transfer it leaves at 10:50 am and is priced at $76.,Tell me about some more buses.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}",Welcome! How can I assist you with finding a bus today?,I'm looking for information about the bus schedule in this area.,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.3, 0.4, 0.7, 0.4]","[0.14975817501544952, 0.21819649636745453, 0.19886119663715363, 0.15781016647815704, 0.2753739356994629]","[0.1494307965040207, 0.22222501039505005, 0.21402373909950256, 0.15741658210754395, 0.2569039762020111]","[0.3502418249845505, 0.28180350363254547, 0.3011388033628464, 0.34218983352184296, 0.2246260643005371]","[0.4505692034959793, 0.07777498960494994, 0.18597626090049746, 0.542583417892456, 0.1430960237979889]"
540,What about Alta Eye Care? It is located in San Jose. This is a Ophthalmologist.,What is their rating though?,"Service name: Services_3
Active intent: FindProvider
Requested slots: average_rating
Slot values: {}",Hello! How can I assist you today?,I'm looking for a provider with a high average rating. Can you help me with that?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.7, 0.6, 0.5, 0.4, 0.3]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.15115481615066528, 0.22115196287631989, 0.21104638278484344, 0.16622397303581238, 0.25042280554771423]","[-0.15056157112121582, -0.21557588875293732, -0.19894838333129883, -0.16186141967773438, -0.27305275201797485]","[0.5488451838493347, 0.3788480371236801, 0.28895361721515656, 0.23377602696418764, 0.049577194452285755]"
541,,I am interested in somewhere that serves Portuguese food in San Jose.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'San Jose', 'cuisine': 'Portuguese'}",Hello! How can I assist you today in finding Portuguese restaurants in San Jose?,Hi there! I'm looking for some good Portuguese restaurants in San Jose.,"[0.8, 0.9, 0.7, 0.75, 0.6]","[0.75, 0.8, 0.75, 0.8, 0.7]","[0.14202150702476501, 0.2174801528453827, 0.19895674288272858, 0.16516737639904022, 0.2763742208480835]","[0.1444910317659378, 0.2170567810535431, 0.2082875370979309, 0.15695525705814362, 0.2732093930244446]","[0.657978492975235, 0.6825198471546173, 0.5010432571172714, 0.5848326236009598, 0.3236257791519165]","[0.6055089682340622, 0.582943218946457, 0.5417124629020691, 0.6430447429418564, 0.4267906069755554]"
542,,I'm looking to listen to some music. Something from the album Badlands maybe?,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'album': 'Badlands'}",Hello! How can I assist you today in finding a song from the album Badlands?,Hi there! I'm really excited to discover new music and explore songs from the album Badlands.,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.8, 0.4, 0.7, 0.85, 0.3]","[0.1514858603477478, 0.22102901339530945, 0.20105589926242828, 0.1571226567029953, 0.2693065404891968]","[0.14997529983520508, 0.2224256992340088, 0.20832595229148865, 0.15888908505439758, 0.2603839337825775]","[0.5485141396522522, 0.37897098660469053, 0.2989441007375717, 0.6428773432970047, 0.13069345951080324]","[0.650024700164795, 0.17757430076599123, 0.4916740477085113, 0.6911109149456024, 0.039616066217422474]"
543,Please tell me if I have the right information: You want to schedule a visit to Bermuda-Trinidad Apartments for the day after tomorrow.,Yes that is correct,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I'd like to schedule a visit to see a potential new home.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.75, 0.65, 0.85, 0.6, 0.4]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.15031090378761292, 0.21661706268787384, 0.20942553877830505, 0.16884976625442505, 0.25479668378829956]","[-0.1527860313653946, -0.21910038590431213, -0.19736319780349731, -0.16026151180267334, -0.2704888582229614]","[0.5996890962123871, 0.4333829373121262, 0.6405744612216949, 0.43115023374557493, 0.14520331621170046]"
544,"Sorry, the appointment is not available. Anything else?","No, that is all.","Service name: Services_2
Active intent: 
Requested slots: 
Slot values: {}",Hello! How may I assist you today?,I'm looking for advice on how to improve my productivity at work.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.6, 0.8, 0.4, 0.6, 0.3]","[0.14687807857990265, 0.2169756293296814, 0.1962404102087021, 0.16098082065582275, 0.2789250612258911]","[0.16447629034519196, 0.21238553524017334, 0.21704934537410736, 0.15173032879829407, 0.2543584704399109]","[-0.14687807857990265, -0.2169756293296814, -0.1962404102087021, -0.16098082065582275, -0.2789250612258911]","[0.435523709654808, 0.5876144647598267, 0.18295065462589266, 0.4482696712017059, 0.0456415295600891]"
545,There is 1 flight which matches your request. Would you like having a flight of the Southwest Airlines which has 0 stops and leaves at 3:25 pm? The ticket of this flight costs $66.,Alright. Could you look for a bus I can take to go there?,"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Southwest Airlines'}",Welcome to our flight booking service. How can I assist you today?,I would like to book a one-way flight with Southwest Airlines.,"[0.75, 0.5, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.65, 0.75, 0.45]","[0.15647566318511963, 0.21878144145011902, 0.20600876212120056, 0.151746466755867, 0.2669876515865326]","[0.1631455272436142, 0.2219582051038742, 0.20824752748012543, 0.1563158631324768, 0.25033286213874817]","[0.5935243368148804, 0.281218558549881, 0.3939912378787994, 0.548253533244133, 0.13301234841346743]","[0.5368544727563858, 0.37804179489612577, 0.4417524725198746, 0.5936841368675232, 0.19966713786125184]"
546,I found a flight costing $279 with United Airlines. Take off is at 0:25 am with 1 stop.,"Ok. Thanks, that is all I need.","Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",Welcome to our flight booking service. How can I assist you today?,I'm looking to book a one-way flight to Paris for next weekend.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.7, 0.6, 0.65, 0.8, 0.55]","[0.15647566318511963, 0.21878144145011902, 0.20600876212120056, 0.151746466755867, 0.2669876515865326]","[0.15714362263679504, 0.22564555704593658, 0.2055497169494629, 0.15908361971378326, 0.25257745385169983]","[0.6435243368148804, 0.48121855854988094, 0.3939912378787994, 0.598253533244133, 0.18301234841346742]","[0.5428563773632049, 0.3743544429540634, 0.44445028305053713, 0.6409163802862168, 0.2974225461483002]"
547,How many are you that will participate in the vent?,"Just one ticket, please.","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_seats': '1'}",Hello! How can I assist you today with purchasing event tickets?,"I'd like to buy one ticket for the upcoming event, please.","[0.7, 0.5, 0.6, 0.8, 0.4]","[0.6, 0.7, 0.5, 0.8, 0.3]","[0.14633114635944366, 0.21906261146068573, 0.1960570365190506, 0.16140033304691315, 0.27714890241622925]","[0.15281587839126587, 0.22164401412010193, 0.21442334353923798, 0.15660269558429718, 0.2545141577720642]","[0.5536688536405563, 0.28093738853931427, 0.4039429634809494, 0.6385996669530869, 0.12285109758377077]","[0.4471841216087341, 0.478355985879898, 0.285576656460762, 0.6433973044157029, 0.04548584222793578]"
548,I found 10 songs you may like. How about Burn by Ellie Goulding in the album Halcyon?,What genre is it?,"Service name: Music_2
Active intent: LookupMusic
Requested slots: genre
Slot values: {}",Hello! How can I assist you today with your music preferences?,I'm interested in exploring new music genres to broaden my horizons.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.4, 0.6, 0.6, 0.2]","[0.15139037370681763, 0.22703216969966888, 0.20126281678676605, 0.1562880277633667, 0.2640266418457031]","[0.15603534877300262, 0.2238888144493103, 0.20600005984306335, 0.16397282481193542, 0.2501029074192047]","[-0.15139037370681763, -0.22703216969966888, -0.20126281678676605, -0.1562880277633667, -0.2640266418457031]","[0.6439646512269974, 0.17611118555068972, 0.3939999401569366, 0.43602717518806455, -0.0501029074192047]"
549,I see that is is an overnight flight.,"Okay thank you anyways, that is all I need.","Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",Welcome to our flight booking service! How can I assist you today?,I'm looking to book a one-way flight to Paris for next month.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.8, 0.7, 0.8, 0.6]","[0.15336626768112183, 0.2216956466436386, 0.20703580975532532, 0.15357190370559692, 0.26433035731315613]","[0.15649427473545074, 0.22206580638885498, 0.20746944844722748, 0.15645566582679749, 0.2575148046016693]","[0.6466337323188782, 0.47830435335636134, 0.39296419024467466, 0.5964280962944031, 0.18566964268684388]","[0.4935057252645493, 0.5779341936111451, 0.4925305515527725, 0.6435443341732026, 0.34248519539833067]"
550,It starts at 5:30 pm. The venue is at 1 Lincoln Financial Field Way.,"Okay, that sounds great.","Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}",Welcome! How can I assist you with event dates today?,"Hello, I need to know the dates for the upcoming events.","[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.65, 0.7, 0.8, 0.45]","[0.15286263823509216, 0.22516992688179016, 0.1985042244195938, 0.15609228610992432, 0.26737096905708313]","[0.14380541443824768, 0.2197849601507187, 0.20679223537445068, 0.15476185083389282, 0.27485552430152893]","[0.6471373617649079, 0.4748300731182098, 0.40149577558040617, 0.6939077138900757, 0.1326290309429169]","[0.6061945855617523, 0.43021503984928133, 0.49320776462554927, 0.6452381491661072, 0.17514447569847108]"
551,The flight leaves from Seattle-Tacoma International Airport and will arrive at 6:17 am.,Thanks for helping me. Are there some attractions there that you can show me?,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Hello! How can I assist you with booking your roundtrip flights today?,Hi there! I'm looking to book roundtrip flights for a vacation. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.85, 0.65, 0.75, 0.8, 0.4]","[0.15454107522964478, 0.21906432509422302, 0.2081037312746048, 0.1558249294757843, 0.2624660134315491]","[0.15005452930927277, 0.22342699766159058, 0.20944759249687195, 0.15690410137176514, 0.260166734457016]","[0.6454589247703553, 0.48093567490577693, 0.3918962687253952, 0.5941750705242157, 0.23753398656845093]","[0.6999454706907272, 0.42657300233840945, 0.540552407503128, 0.6430958986282349, 0.13983326554298403]"
552,For how many days?,I will be there four days.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_days': 'four'}",Hello! How can I assist you with reserving a hotel for your four-day stay?,"Hi there! I'd like to book a hotel for four days, please.","[0.7, 0.8, 0.6, 0.75, 0.5]","[0.65, 0.75, 0.7, 0.8, 0.6]","[0.15312327444553375, 0.22603297233581543, 0.20193257927894592, 0.15981310606002808, 0.259098082780838]","[0.15090912580490112, 0.2175363302230835, 0.20005957782268524, 0.15644530951976776, 0.27504971623420715]","[0.5468767255544662, 0.5739670276641846, 0.39806742072105405, 0.5901868939399719, 0.240901917219162]","[0.4990908741950989, 0.5324636697769165, 0.4999404221773147, 0.6435546904802323, 0.3249502837657928]"
553,The destination airport is YVR International Airport.,Thank you for the help. Is there a bus that goes there? I wanna leave on the 3rd of this month.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'travelers': '1', 'from_location': '[CLS]', 'leaving_date': '3rd of this month', 'to_location': '[CLS]'}",Welcome to our bus booking service. How can I assist you today?,I'm looking to book a bus for myself from [CLS] to [CLS] on the 3rd of this month.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.4, 0.5, 0.8, 0.2]","[0.1556752473115921, 0.21294552087783813, 0.20548959076404572, 0.15591652691364288, 0.26997312903404236]","[0.15245860815048218, 0.21820303797721863, 0.2071654200553894, 0.15612101554870605, 0.26605185866355896]","[0.3443247526884079, 0.38705447912216184, 0.1945104092359543, 0.5440834730863571, 0.03002687096595763]","[0.4475413918495178, 0.1817969620227814, 0.2928345799446106, 0.643878984451294, -0.06605185866355895]"
554,How about Peter Pan by Kelsea Ballerini in The First Time?,What sort of music is it? Is it from seven years back?,"Service name: Music_1
Active intent: LookupSong
Requested slots: genre, year
Slot values: {}",Welcome! How can I assist you today in finding the perfect song?,I'm looking for a song. Can you help me find a new song in the genre and year I specify?,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.6, 0.4, 0.7, 0.65, 0.55]","[0.14552591741085052, 0.22555513679981232, 0.2002391666173935, 0.15696407854557037, 0.2717157304286957]","[0.1525571048259735, 0.2254943996667862, 0.2073228806257248, 0.16121071577072144, 0.25341495871543884]","[0.6544740825891495, 0.47444486320018764, 0.3997608333826065, 0.5930359214544296, 0.17828426957130433]","[0.44744289517402647, 0.17450560033321383, 0.49267711937427516, 0.4887892842292786, 0.2965850412845612]"
555,"There 9 more houses available. One is 1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan. That one is rated 4.2.",This house looks great.,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {}",Welcome! How can I assist you today in finding the perfect accommodation?,Hi there! I'm looking for a cozy hotel with a friendly atmosphere.,"[0.8, 0.6, 0.6, 0.8, 0.4]","[0.7, 0.5, 0.8, 0.8, 0.3]","[0.14479924738407135, 0.2216806411743164, 0.198520228266716, 0.15941433608531952, 0.27558550238609314]","[0.14822636544704437, 0.22185733914375305, 0.2057400792837143, 0.1582234799861908, 0.2659527659416199]","[0.6552007526159287, 0.37831935882568357, 0.401479771733284, 0.6405856639146805, 0.12441449761390688]","[0.5517736345529556, 0.27814266085624695, 0.5942599207162857, 0.6417765200138092, 0.034047234058380116]"
556,It begins at 6 pm.,"Okay, that sounds good.","Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}",Welcome! How can I assist you today?,I'm looking to find out the dates for upcoming events.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.5, 0.7, 0.8, 0.55]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.15244914591312408, 0.2374112606048584, 0.20960047841072083, 0.15468765795230865, 0.24585142731666565]","[0.6472139686346055, 0.4808996140956878, 0.40263680219650266, 0.5897384881973267, 0.17951114177703859]","[0.49755085408687594, 0.2625887393951416, 0.49039952158927913, 0.6453123420476914, 0.3041485726833344]"
557,,Help me look for a movie to watch.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {}",Welcome! How can I assist you today in finding a movie to watch?,Hi there! I'm looking for a movie recommendation. I love exploring new genres and unique plots.,"[0.6, 0.8, 0.5, 0.7, 0.4]","[0.8, 0.4, 0.6, 0.8, 0.3]","[0.1490160971879959, 0.2190389782190323, 0.19850187003612518, 0.1663183718919754, 0.26712465286254883]","[0.1530962884426117, 0.21022118628025055, 0.20565229654312134, 0.15524740517139435, 0.27578285336494446]","[0.45098390281200407, 0.5809610217809678, 0.3014981299638748, 0.5336816281080246, 0.1328753471374512]","[0.6469037115573884, 0.18977881371974947, 0.39434770345687864, 0.6447525948286057, 0.02421714663505553]"
558,Is there anything else I can help you with today?,"Yes, can you help me find a pet-friendly hotel nearby?","Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'pets_welcome': 'True', 'location': '[CLS]'}",Welcome! How can I assist you in finding a hotel that welcomes pets and is in a specific location?,"Hello! I'm looking for a pet-friendly hotel in this area, can you help me with that?","[0.7, 0.6, 0.5, 0.8, 0.4]","[0.6, 0.7, 0.65, 0.75, 0.55]","[0.14687395095825195, 0.2164311707019806, 0.19780825078487396, 0.17124713957309723, 0.26763951778411865]","[0.154844269156456, 0.22374899685382843, 0.20556223392486572, 0.16350722312927246, 0.25233715772628784]","[0.553126049041748, 0.3835688292980194, 0.30219174921512604, 0.6287528604269028, 0.13236048221588137]","[0.445155730843544, 0.4762510031461715, 0.4444377660751343, 0.5864927768707275, 0.2976628422737122]"
559,Okay sure. So you'd like to collect a standard car from Seattle-Tacoma International Airport on March 6th at 5 pm. You will be returning the car on March 8th.,Yes that's correct.,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}",Welcome to our car rental service. How can I assist you today?,I'm looking to reserve a car for the weekend getaway. Can you help me with that?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.7, 0.6, 0.5, 0.8, 0.3]","[0.15309381484985352, 0.21782058477401733, 0.20554758608341217, 0.15360406041145325, 0.26993390917778015]","[0.15091268718242645, 0.2244790494441986, 0.20675185322761536, 0.16829238831996918, 0.2495640069246292]","[0.44690618515014646, 0.5821794152259827, 0.19445241391658785, 0.44639593958854673, -0.06993390917778014]","[0.5490873128175735, 0.37552095055580137, 0.29324814677238464, 0.6317076116800309, 0.05043599307537078]"
560,Is there anything else.,No. That's all for today.,"Service name: RideSharing_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our RideSharing service! How can I assist you today?,Hi! I'm looking to book a ride to the airport for tomorrow morning.,"[0.7, 0.6, 0.5, 0.6, 0.4]","[0.6, 0.7, 0.4, 0.7, 0.3]","[0.155933678150177, 0.21978294849395752, 0.20629623532295227, 0.1554460972547531, 0.2625409960746765]","[0.15372513234615326, 0.22644032537937164, 0.21596252918243408, 0.1478489190340042, 0.2560231387615204]","[0.544066321849823, 0.38021705150604246, 0.29370376467704773, 0.44455390274524687, 0.1374590039253235]","[0.4462748676538467, 0.4735596746206283, 0.18403747081756594, 0.5521510809659957, 0.0439768612384796]"
561,1 showtime is there at 7:30 pm in Vogue Theatre.,To which genre does that movie belong? Give me the address of theatre.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: genre, street_address
Slot values: {}",Welcome! How can I assist you today?,I'm looking for movie showtimes around here. Can you help me with that?,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.6, 0.4, 0.7, 0.8, 0.5]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.15649211406707764, 0.21863289177417755, 0.20568709075450897, 0.1621333807706833, 0.25705456733703613]","[0.5472139686346054, 0.38089961409568784, 0.3026368021965027, 0.6397384881973267, 0.1295111417770386]","[0.44350788593292234, 0.18136710822582247, 0.494312909245491, 0.6378666192293168, 0.24294543266296387]"
562,Would Superficial Love by Ruth B on the Safe Haven album interest you.,Yes. That one's good.,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'song_name': 'Superficial Love'}",Hello! How can I assist you today with the song 'Superficial Love'?,I'm looking for information about the song 'Superficial Love'. Can you help me find it?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.7, 0.4, 0.6, 0.3]","[0.15412679314613342, 0.21559293568134308, 0.2054724097251892, 0.15415921807289124, 0.27064868807792664]","[0.1536075621843338, 0.22790254652500153, 0.20234239101409912, 0.15884724259376526, 0.2573002278804779]","[0.3458732068538666, 0.2844070643186569, 0.2945275902748108, 0.34584078192710876, 0.22935131192207336]","[0.4463924378156662, 0.47209745347499843, 0.1976576089859009, 0.4411527574062347, 0.042699772119522084]"
563,Please confirm the reservation at Cassava in San Francisco for 6 people at 11 am for today.,"It's for 5 people, not 6.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '5'}",Hello! How may I assist you today in reserving a table for 5 at our restaurant?,"I would like to make a reservation for 5 people at your restaurant, please.","[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.75, 0.65, 0.8, 0.4]","[0.14896827936172485, 0.22107481956481934, 0.20101775228977203, 0.15570124983787537, 0.2732378840446472]","[0.16145610809326172, 0.22588752210140228, 0.2127348631620407, 0.14836262166500092, 0.25155895948410034]","[0.6510317206382752, 0.4789251804351806, 0.39898224771022794, 0.5942987501621246, 0.22676211595535278]","[0.5385438919067382, 0.5241124778985977, 0.4372651368379593, 0.6516373783349991, 0.14844104051589968]"
564,The phone number is 510-483-3707. The apartment is not furnished.,What else did you find?,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {}",Welcome! Are you looking for an apartment to rent?,"Yes, I am. I'm excited to find a new place!","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.8, 0.6, 0.4]","[0.14978550374507904, 0.24216197431087494, 0.1983160376548767, 0.16582439839839935, 0.24391208589076996]","[0.15516309440135956, 0.2112126350402832, 0.21102562546730042, 0.15945208072662354, 0.2631465792655945]","[0.45021449625492094, 0.5578380256891251, 0.2016839623451233, 0.5341756016016006, 0.05608791410923003]","[0.5448369055986404, 0.3887873649597168, 0.5889743745326996, 0.44054791927337644, 0.13685342073440554]"
565,Which day would you like to visit the apartments?,I think I'd like to go on the 7th of March.,"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': '7th of March'}",Hello! How may I assist you today with scheduling your event on the 7th of March?,I need to check the available times for booking an event on the 7th of March.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.75, 0.65, 0.7, 0.8, 0.6]","[0.14932623505592346, 0.22539804875850677, 0.19966262578964233, 0.1553647518157959, 0.27024832367897034]","[0.1520053893327713, 0.21837562322616577, 0.20512910187244415, 0.15859846770763397, 0.265891432762146]","[0.6506737649440766, 0.4746019512414932, 0.40033737421035764, 0.5946352481842041, 0.3797516763210297]","[0.5979946106672287, 0.43162437677383425, 0.4948708981275558, 0.6414015322923661, 0.334108567237854]"
566,How about an interesting one called California African American Museum. I might be a more child friendly museum?,"well, maybe how about another try?","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Welcome to our travel service! How can I assist you in finding attractions?,I'm excited to explore new places and try out different activities. Can you recommend some attractions?,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.8, 0.5, 0.7, 0.6, 0.3]","[0.1524629145860672, 0.21967552602291107, 0.20395998656749725, 0.16079643368721008, 0.2631051242351532]","[0.1490435004234314, 0.2287958711385727, 0.2063760757446289, 0.16513265669345856, 0.25065186619758606]","[0.6475370854139328, 0.4803244739770889, 0.3960400134325027, 0.3392035663127899, 0.13689487576484682]","[0.6509564995765686, 0.2712041288614273, 0.49362392425537105, 0.4348673433065414, 0.04934813380241393]"
