id,system,user,intent,new_system,new_user,system_bf,user_bf
481,What city do you want the dentist to be in?,They should be in Sebastopol.,"Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {'city': 'Sebastopol'}",Hello! How can I assist you today in Sebastopol?,I'm looking for a healthcare provider in Sebastopol.,"[0.7, 0.6, 0.5, 0.8, 0.3]","[0.6, 0.8, 0.4, 0.7, 0.4]"
482,wanna add an event?,no skip it,"Service name: Calendar_1
Active intent: 
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I need help organizing my schedule for the upcoming week.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.8, 0.3, 0.6, 0.4]"
483,This attraction is a good spot to take children along.,"Reserve me a hotel near there, I want to check in today one bedroom and check out on Sunday this week.","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Hello! How can I assist you today in finding attractions?,I'm looking for some recommendations on attractions to visit in this area.,"[0.6, 0.8, 0.5, 0.7, 0.4]","[0.7, 0.6, 0.7, 0.8, 0.3]"
484,Any particular city I should search in? What cuisine did you have in mind?,Please find me a Ramen restaurant in San Fran.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'San Fran', 'cuisine': 'Ramen'}",Welcome to our restaurant recommendation service! How can I assist you today?,"I'm looking for some great Ramen restaurants in San Fran, can you help me with that?","[1.0, 0.0, 0.0, 1.0, 1.0]","[0.8, 0.4, 0.6, 0.8, 0.2]"
485,Is the event happening at 2400 Samaritan Drive #105 and what time is the event?,"Yes, the event is at 2 o""clock in the afternoon and the name is Doctor appointment.","Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {'event_location': '2400 Samaritan Drive # 105', 'event_name': 'Doctor appointment', 'event_time': '2 o "" clock in the afternoon'}",Hello! How can I assist you today with adding an event to your calendar?,I need to schedule a doctor appointment at 2 o'clock in the afternoon at 2400 Samaritan Drive #105.,"[0.8, 0.6, 0.6, 0.7, 0.4]","[0.7, 0.8, 0.5, 0.7, 0.3]"
486,There is a viewing at 4 pm at the Regal Cinemas Crow Canyon 6.,Great. I also need to check for a budget restaurant with a salad bar.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_time': '4 pm'}",Good afternoon! How can I assist you with your movie plans today?,I'm interested in watching a movie today. Could you please provide me with the showtime for the movie at 4 pm?,"[0.8, 0.7, 0.7, 0.8, 0.4]","[0.7, 0.6, 0.6, 0.7, 0.5]"
487,"Sure, there is a another bus that departs at 9:40 am with 0 transfers also. It is a little more expensive. It is $22.","Ok, that time works for us, but what bus station does the bus leave from? I want to make sure it is not too far from our homes.","Service name: Buses_1
Active intent: FindBus
Requested slots: from_station
Slot values: {}",Hello! How can I assist you today in finding a bus?,I'm looking for information on buses departing from the city center.,"[0.8, 0.6, 0.6, 0.7, 0.4]","[0.6, 0.7, 0.5, 0.8, 0.3]"
488,Yes. What type of food do you prefer?,I think California food will be good.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'California'}",Welcome! How can I assist you today in finding a restaurant that serves California cuisine?,Hi there! I'm feeling adventurous and would love to try some unique California cuisine.,"[1.0, 0.7, 0.5, 0.8, 0.3]","[0.8, 0.6, 0.7, 0.85, 0.4]"
489,"Do you want an ENT Specialist, a dermatologist, or something else? In which city should I check?",I need a dermatologist in Napa.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'type': 'Dermatologist', 'city': 'Napa'}",Hello! How can I assist you today?,I'm looking for a dermatologist in Napa.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.7, 0.4, 0.6, 0.65, 0.3]"
490,You are booked.,Do they got laundry service? How is their rating?,"Service name: Hotels_2
Active intent: BookHouse
Requested slots: has_laundry_service, rating
Slot values: {}",Welcome to our hotel booking service! How can I assist you today?,I'm looking to book a hotel with laundry service and I'd like to know the rating.,"[1.0, 0.0, 0.0, 1.0, 0.0]","[0.8, 0.4, 0.6, 0.8, 0.2]"
491,Please confirm you're booking an American Airlines Premium Economy flight for 1 passenger from New York to Philadelphia on March 9th.,"Yes, that is correct. Which airport will the flight leave from and will the ticket be refundable?","Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: origin_airport, refundable
Slot values: {'passengers': '1'}",Welcome! How can I assist you today with your one-way flight reservation?,"I'd like to reserve a one-way flight, please. My origin airport is New York.","[0.5, 0.8, 0.6, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]"
492,OK. 2 economy seats for a Fresno to San Diego bus on March 12th at 12 pm?,"Yes, that is correct.","Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",Hello! How can I assist you today with purchasing bus tickets?,Hi there! I'm looking to buy a bus ticket for a trip next week. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.75, 0.65, 0.7, 0.8, 0.5]"
493,Your tickets for the event has been booked and confirmed successfully. Have fun there!,Thank you so much. Can you find me Economy class tickets in a one flight called United Airlines for 3rd of March?,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Hello! How can I assist you today in purchasing event tickets?,I'm interested in buying tickets for an upcoming event. Can you help me with that?,"[0.8, 0.6, 0.6, 0.7, 0.4]","[0.7, 0.5, 0.8, 0.6, 0.5]"
494,Where are you headed?,I'm going to San Diego to see Shamoo.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'destination': 'San Diego'}",Welcome! How can I assist you with finding a bus to San Diego?,I'm planning a trip to San Diego and I'm looking for information on bus routes.,"[0.8, 0.7, 0.6, 0.8, 0.3]","[0.7, 0.6, 0.5, 0.7, 0.4]"
495,"What about the movies Ash Is Purest White, Captain Marvel or Citizen Kane?",Can you find something else. I'd like to watch a film in imax if possible.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'show_type': 'imax'}",Welcome to our movie recommendation service! How can I assist you today?,I'm looking for the latest movies in IMAX format. Do you have any recommendations?,"[0.8, 0.6, 0.7, 0.65, 0.4]","[0.7, 0.4, 0.6, 0.75, 0.45]"
496,"Before I can do that, I need you to read and confirm the data I have acquired. You want to buy a bus ticket for 1 person. You leave from Washington on march 11th at 8:20 am to reach New york.","Yes, it's just what I asked. What is the name of the station I will leave from?","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: from_station
Slot values: {}",Welcome to our bus ticket service. How can I assist you today?,"I'd like to buy a bus ticket, please. I need to travel from Station A to Station B.","[0.7, 0.8, 0.6, 0.7, 0.5]","[0.6, 0.7, 0.5, 0.6, 0.4]"
497,There are 8 buses that meet your criteria. How about an Economy extra ticket on a bus leaving at 8:40 am costing $44 per ticket.,Okay great. I'd also like to find a hotel with wifi to stay in while I'm there.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'has_wifi': 'True', 'destination': '[CLS]'}",Welcome to our hotel booking service! How can I assist you today?,I'm looking for a hotel with WiFi in London for my upcoming trip.,"[0.8, 0.65, 0.6, 0.75, 0.4]","[0.75, 0.6, 0.55, 0.8, 0.45]"
498,I've added it to your calendar.,"Thanks, that's all!","Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {}",Hello! How can I assist you today with adding an event to your calendar?,Hi there! I'd like to add a reminder for my friend's birthday next week.,"[0.8, 0.6, 0.6, 0.75, 0.35]","[0.7, 0.4, 0.55, 0.8, 0.45]"
499,Will you be picking the car up at Benito Juarez International Airport?,"Yes, that is correct.","Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {'pickup_location': 'Benito Juarez International Airport'}",Welcome to our car rental service! How can I assist you today?,I'd like to reserve a car for pick up at Benito Juarez International Airport.,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.6, 0.7, 0.8, 0.75, 0.45]"
500,I have a Standard Altima available on March 11th at Fresno Yosemite International Airport.,Sounds cool. Reserve this car or me.,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {'type': 'Standard', 'pickup_location': 'Fresno Yosemite International Airport'}",Welcome to our car rental service. How can I assist you today?,I would like to reserve a Standard car at Fresno Yosemite International Airport.,"[0.8, 0.7, 0.6, 0.65, 0.4]","[0.75, 0.85, 0.7, 0.8, 0.5]"
501,Do you want to buy a ticket for this flight?,"No, I don't want to buy a ticket. Thank you, that is all I need.","Service name: Flights_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How can I assist you today with your flight booking?,I'm looking to book a flight for a business trip next week. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.65, 0.6, 0.7, 0.45]"
502,Which city? Kind of food?,Diner in Mountain View.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'Mountain View', 'cuisine': 'Diner'}",Welcome to our restaurant recommendation service in Mountain View. What type of cuisine are you in the mood for today?,I'm looking for a diner in Mountain View.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.8, 0.3, 0.7, 0.2]"
503,Would you like to schedule a visit to this location?,"Perhaps another time. Can you tell me my availability for that day, March 2nd.","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': 'March 2nd'}",Hello! How can I assist you today?,I'm looking to schedule an event on March 2nd. Can you please check my availability?,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.7, 0.8, 0.6, 0.8, 0.5]"
504,,I am not well and I need to find a doctor in San Jose.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'city': 'San Jose'}",Welcome to our service! How can I assist you today in finding a provider in San Jose?,I'm looking for a healthcare provider in San Jose. Can you help me with that?,"[1.0, 0.6, 0.8, 0.8, 0.4]","[0.8, 0.7, 0.6, 0.7, 0.5]"
505,There is one that leaves at 7:40 am. The price is $10 and it's an Economy ticket.,What station do I leave from?,"Service name: Buses_2
Active intent: FindBus
Requested slots: destination_station_name, origin_station_name
Slot values: {}",Welcome to our bus service! How can I assist you today?,I'm looking to find a bus from the city center to the airport.,"[0.8, 0.7, 0.6, 0.75, 0.55]","[0.7, 0.6, 0.75, 0.8, 0.4]"
506,It has 1 stop.,"Where does it depart from, and when does it arrive?","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}",Hello! How can I assist you today with reserving roundtrip flights?,Hi there! I'm looking to book a roundtrip flight. I need to fly from New York to Los Angeles and back. Can you help me with that?,"[0.7, 0.8, 0.6, 0.75, 0.5]","[0.8, 0.7, 0.65, 0.85, 0.4]"
507,Need your final confirmation to book the Hotel Atrium Inn Vancouver up to March 8th.,That is confirmed and you can proceed further.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Welcome to our hotel reservation service! How can I assist you today?,I'm looking to book a room for two nights. Can you help me with that?,"[0.8, 0.6, 0.7, 0.85, 0.45]","[0.7, 0.4, 0.6, 0.75, 0.55]"
508,What type of event are you interested in?,I want a sports event.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Sports'}",Hello! How can I assist you today in finding sports events?,I'm looking for some exciting sports events to attend. Can you help me find some?,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.7, 0.65, 0.75, 0.8, 0.55]"
509,yes it is 707-257-1550.,That suits me. Check my planner for availability on that day?,"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I'm looking to schedule an appointment. Can you help me find a suitable time?,"[0.8, 0.6, 0.6, 0.7, 0.4]","[0.7, 0.5, 0.6, 0.8, 0.3]"
510,From what city?,I need something from Washington.,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin': 'Washington'}",Welcome to our flight booking service! How can I assist you today?,I'm looking to book a roundtrip flight from Washington.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.55, 0.7, 0.8, 0.4]"
511,"To confirm: You would like an appointment with Alan B. Scott, M.D. at 2 pm on March 11th.",On second thought make it 15:45.,"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '15 : 45'}",Good afternoon! How may I assist you today?,"I would like to book an appointment for 15:45, please.","[0.6, 0.8, 0.5, 0.7, 0.3]","[0.7, 0.6, 0.4, 0.8, 0.2]"
512,When and from where are you leaving?,I aim to leave from Sacramento on the 12th of this month.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'from_location': 'Sacramento', 'leaving_date': '12th of this month'}",Hello! How can I assist you today in finding a bus from Sacramento on the 12th of this month?,I'm looking to travel from Sacramento on the 12th of this month. Can you help me find a suitable bus?,"[0.6, 0.8, 0.4, 0.7, 0.2]","[0.7, 0.6, 0.8, 0.6, 0.3]"
513,Verify the following information please. Use the TV to play the song The Arena.,"Right, that's it.","Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {'playback_device': 'TV'}",Hello! How can I assist you today?,I would like to play some relaxing music on my TV.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.4, 0.6, 0.7, 0.3]"
514,It should be an average of 74 degrees with a 32 percent chance of rain.,I'd like to find a hotel there.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'destination': '[CLS]'}",Welcome! How can I assist you in finding a hotel today?,I'm looking for a hotel in Paris.,"[0.7, 0.6, 0.6, 0.8, 0.3]","[0.6, 0.4, 0.5, 0.7, 0.4]"
515,,I'm looking for a movie to watch.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {}",Welcome! Are you looking for movie recommendations?,"Yes, I love exploring new movies and trying different genres.","[0.8, 0.6, 0.7, 0.75, 0.4]","[0.85, 0.5, 0.8, 0.7, 0.3]"
516,For what time?,Let's do it at 1:30 in the afternoon,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': '1 : 30 in the afternoon'}",Welcome to our restaurant! How can I assist you today?,"I would like to make a reservation for 1:30 in the afternoon, please.","[0.8, 0.7, 0.6, 0.75, 0.45]","[0.7, 0.8, 0.5, 0.8, 0.6]"
517,Is there anything else I can help you with?,No thats all thank you.,"Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How may I assist you today with your flight bookings?,I'm looking to book a flight for my upcoming vacation. Can you help me with that?,"[0.7, 0.6, 0.5, 0.65, 0.4]","[0.6, 0.65, 0.7, 0.7, 0.5]"
518,Total time of ride will be around 22 minutes.,Thanks. Search for some nice songs. I want to listen it now.,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,Hi there! I'm looking for a song recommendation. I love exploring new music.,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.9, 0.4, 0.7, 0.6, 0.3]"
519,"I'm sorry, that time wasn't available. Shall I try to make an appointment at 3 pm on March 9th with Chen M Dwight MD?","Yes, that works for me.","Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '3 pm'}",Hello! How can I assist you today?,"I would like to book an appointment for 3 pm, please.","[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.4, 0.7, 0.6, 0.3]"
520,Will I book this hotel?,Yes book this for me.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Welcome to our hotel reservation service. How can I assist you today?,"I'd like to make a reservation for a double room for two nights, please.","[0.8, 0.7, 0.6, 0.8, 0.4]","[0.6, 0.5, 0.4, 0.7, 0.6]"
521,,Please help me find an Adventure movie and I want to watch it on Imax show.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'show_type': 'imax', 'genre': 'Adventure'}",Hello! How can I assist you today in finding a movie?,I'm looking for an adventurous movie in IMAX format.,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.8, 0.6, 0.6, 0.7, 0.4]"
522,Your visit to the apartment has been scheduled.,"Thanks, that is all I need.","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Hello! I'm here to help you schedule a visit to the house you are interested in.,That sounds great! I've been really looking forward to seeing the house in person.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.5, 0.6, 0.7, 0.4]"
523,Of course. Do you have a hotel preference? When will you be checking in and how many days will you need?,I'd like to stay The Queens Park and I will be checking in on the 1st for 1 day.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'the 1st', 'hotel_name': 'The Queens Park', 'number_of_days': '1'}",Welcome to our hotel reservation service. How may I assist you today?,I'd like to reserve a room at The Queens Park for the 1st for one night.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]"
524,Would you like a reservation?,"Yes, for two people later today in the afternoon 1:45.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '2', 'date': 'later today', 'time': 'afternoon 1 : 45'}",Welcome to our restaurant reservation service! How can I assist you today?,I would like to make a reservation for 2 people later today in the afternoon at 1:45.,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.7, 0.6, 0.5, 0.6, 0.3]"
525,"Sure, what date would you like to schedule?",How about Thursday next week.,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'visit_date': 'Thursday next week'}",Hello! I see that you're interested in scheduling a visit. When would you like to visit the property?,Thank you for reaching out. Thursday next week works well for me. I appreciate your prompt response.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.6, 0.7, 0.5, 0.8, 0.4]"
526,How about Hot Water Music at Underground Arts?,When will it start and where exactly is the venue?,"Service name: Events_2
Active intent: FindEvents
Requested slots: time, venue_address
Slot values: {}",Hello! How can I assist you today?,Hi! I'm looking for some events happening this weekend. Can you help me find some?,"[0.8, 0.6, 0.7, 0.75, 0.4]","[0.75, 0.65, 0.8, 0.85, 0.55]"
527,The event kicks off at 5 pm at 1844 Southwest Morrison Street.,I am interested in that event.,"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}",Welcome! How can I assist you today?,I'm looking to find out the dates for the upcoming events.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]"
528,Do you want to play now?,Yes.,"Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {}",Welcome! How can I assist you today with your music needs?,I'm looking for a song that can lift my spirits and make me dance!,"[0.8, 0.6, 0.7, 0.85, 0.4]","[0.75, 0.4, 0.85, 0.8, 0.5]"
529,Please confirm: doctor's appointment at 12:45 pm on March 12th with Blossom Ridge Medical Group: Zimmer J Kirk MD.,Yes.,"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,"I'd like to book an appointment for a haircut, please.","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.6, 0.4, 0.7, 0.3]"
530,JFK International Airport.,Sounds good to me. How about round trip flights? I want to get back on the 5th of March.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'American Airlines', 'outbound_departure_time': '[CLS]', 'return_date': '5th of March'}",Welcome to our flight booking service. How can I assist you today?,"I'd like to search for roundtrip flights with American Airlines. The outbound departure time is flexible, and I need to return on the 5th of March.","[0.8, 0.7, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.5, 0.8, 0.3]"
531,Your visit is scheduled,Are pets allowed there? And is it furnished?,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: furnished, pets_allowed
Slot values: {}",Hello! I'm here to assist you with scheduling a visit to view a property.,That's great! I'm excited to find a new place to live. Do you have any options available?,"[0.5, 0.7, 0.6, 0.8, 0.3]","[0.6, 0.4, 0.8, 0.7, 0.5]"
532,"Yes, confirmed, pets are allowed. Contact number is 408-226-5822. Your schedule is confirmed.","Thanks, that's all done","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Hello! How may I assist you today?,I'm interested in scheduling a visit to view some homes.,"[0.8, 0.6, 0.5, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.4]"
533,There is 1 flight that meets your criteria. It is an American Airlines flight that leaves at 8:25 pm and returns at 10:55 am. A ticket will cost $91.,I would like to book that trip.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {'inbound_departure_time': '10 : 55 am'}",Welcome to our flight reservation service! How can I assist you today?,I would like to book a roundtrip flight with the departure time at 10:55 am.,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.8, 0.5, 0.7, 0.6]"
534,started playing the movie,thanks for your help,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",Welcome to our movie service! What genre of movie are you in the mood for?,"I'm open to trying new genres, maybe something adventurous or sci-fi.","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.4, 0.6, 0.6, 0.2]"
535,Any other help you want?,"No, thank you so much.","Service name: Calendar_1
Active intent: 
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,Hi there! I need help organizing my schedule. Can you help me set up a calendar?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.8, 0.7, 0.6, 0.7, 0.4]"
536,"Sure! So, your check in date will be on March 9th and for how many days you wish to stay there?",I wish to stay for only one day and my check in date will be on 10th of March.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '10th of March', 'number_of_days': 'one'}",Hello! How can I assist you today with your hotel reservation?,I'd like to make a reservation for a hotel room from the 10th of March for one night.,"[0.8, 0.7, 0.6, 0.65, 0.55]","[0.75, 0.65, 0.7, 0.8, 0.6]"
537,I have 1 song for you to listen to. Would you like Windows Down by Big Time Rush from the album Elevate?,That's good. Please play it on my bedroom speaker.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'bedroom speaker', 'song_name': 'Windows Down'}",Welcome! How can I assist you today with your music needs?,I would like to play the song 'Windows Down' on my bedroom speaker.,"[0.5, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.8, 0.5, 0.7, 0.4]"
538,"I found 10 houses. 1 Columbia Court, Baulkham Hills New South Wales 2153, Australia, with rating 4.1","Oh, it sounds good! I book this house","Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {}",Welcome! How can I assist you with booking a hotel?,"I'm looking to book a room for two for next weekend, please.","[0.8, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.6, 0.5, 0.8, 0.5]"
539,There is another bus that has 1 transfer it leaves at 10:50 am and is priced at $76.,Tell me about some more buses.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}",Welcome! How can I assist you with finding a bus today?,I'm looking for information about the bus schedule in this area.,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.3, 0.4, 0.7, 0.4]"
540,What about Alta Eye Care? It is located in San Jose. This is a Ophthalmologist.,What is their rating though?,"Service name: Services_3
Active intent: FindProvider
Requested slots: average_rating
Slot values: {}",Hello! How can I assist you today?,I'm looking for a provider with a high average rating. Can you help me with that?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.7, 0.6, 0.5, 0.4, 0.3]"
541,,I am interested in somewhere that serves Portuguese food in San Jose.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'San Jose', 'cuisine': 'Portuguese'}",Hello! How can I assist you today in finding Portuguese restaurants in San Jose?,Hi there! I'm looking for some good Portuguese restaurants in San Jose.,"[0.8, 0.9, 0.7, 0.75, 0.6]","[0.75, 0.8, 0.75, 0.8, 0.7]"
542,,I'm looking to listen to some music. Something from the album Badlands maybe?,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'album': 'Badlands'}",Hello! How can I assist you today in finding a song from the album Badlands?,Hi there! I'm really excited to discover new music and explore songs from the album Badlands.,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.8, 0.4, 0.7, 0.85, 0.3]"
543,Please tell me if I have the right information: You want to schedule a visit to Bermuda-Trinidad Apartments for the day after tomorrow.,Yes that is correct,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I'd like to schedule a visit to see a potential new home.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.75, 0.65, 0.85, 0.6, 0.4]"
544,"Sorry, the appointment is not available. Anything else?","No, that is all.","Service name: Services_2
Active intent: 
Requested slots: 
Slot values: {}",Hello! How may I assist you today?,I'm looking for advice on how to improve my productivity at work.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.6, 0.8, 0.4, 0.6, 0.3]"
545,There is 1 flight which matches your request. Would you like having a flight of the Southwest Airlines which has 0 stops and leaves at 3:25 pm? The ticket of this flight costs $66.,Alright. Could you look for a bus I can take to go there?,"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Southwest Airlines'}",Welcome to our flight booking service. How can I assist you today?,I would like to book a one-way flight with Southwest Airlines.,"[0.75, 0.5, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.65, 0.75, 0.45]"
546,I found a flight costing $279 with United Airlines. Take off is at 0:25 am with 1 stop.,"Ok. Thanks, that is all I need.","Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",Welcome to our flight booking service. How can I assist you today?,I'm looking to book a one-way flight to Paris for next weekend.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.7, 0.6, 0.65, 0.8, 0.55]"
547,How many are you that will participate in the vent?,"Just one ticket, please.","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_seats': '1'}",Hello! How can I assist you today with purchasing event tickets?,"I'd like to buy one ticket for the upcoming event, please.","[0.7, 0.5, 0.6, 0.8, 0.4]","[0.6, 0.7, 0.5, 0.8, 0.3]"
548,I found 10 songs you may like. How about Burn by Ellie Goulding in the album Halcyon?,What genre is it?,"Service name: Music_2
Active intent: LookupMusic
Requested slots: genre
Slot values: {}",Hello! How can I assist you today with your music preferences?,I'm interested in exploring new music genres to broaden my horizons.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.4, 0.6, 0.6, 0.2]"
549,I see that is is an overnight flight.,"Okay thank you anyways, that is all I need.","Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",Welcome to our flight booking service! How can I assist you today?,I'm looking to book a one-way flight to Paris for next month.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.8, 0.7, 0.8, 0.6]"
550,It starts at 5:30 pm. The venue is at 1 Lincoln Financial Field Way.,"Okay, that sounds great.","Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}",Welcome! How can I assist you with event dates today?,"Hello, I need to know the dates for the upcoming events.","[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.65, 0.7, 0.8, 0.45]"
551,The flight leaves from Seattle-Tacoma International Airport and will arrive at 6:17 am.,Thanks for helping me. Are there some attractions there that you can show me?,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Hello! How can I assist you with booking your roundtrip flights today?,Hi there! I'm looking to book roundtrip flights for a vacation. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.85, 0.65, 0.75, 0.8, 0.4]"
552,For how many days?,I will be there four days.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_days': 'four'}",Hello! How can I assist you with reserving a hotel for your four-day stay?,"Hi there! I'd like to book a hotel for four days, please.","[0.7, 0.8, 0.6, 0.75, 0.5]","[0.65, 0.75, 0.7, 0.8, 0.6]"
