id,system,user,intent,new_system,new_user,system_bf,user_bf
455,Your appointment was successfully made.,Thanks so much for your help.,"Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {}",Your appointment was successfully made.,Thanks so much for your help.,"[0.8, 0.7, 0.5, 0.6, 0.3]","[0.6, 0.4, 0.7, 0.8, 0.2]"
456,How many bed rooms should it have?,Just 1 bed rooms.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '1'}",How many bed rooms should it have?,Just 1 bed rooms.,"[0.8, 0.6, 0.2, 0.4, 0.3]","[0.6, 0.4, 0.3, 0.7, 0.2]"
457,Tell me the city you will be leaving out of and the city you are going to?,"I'll be leaving from LAX and going to Las Vegas, so check those flights.","Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'destination': 'Las Vegas', 'origin': 'LAX'}",Tell me the city you will be leaving out of and the city you are going to?,"I'll be departing from the bustling LAX and heading to vibrant Las Vegas, so please check the available flights.","[0.8, 0.7, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.6, 0.8, 0.4]"
458,Do you require to buy bus tickets?,"Yes, i have to book tickets","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",Do you need to purchase bus tickets?,"Yes, I need to book tickets.","[0.8, 0.7, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.5, 0.7, 0.4]"
459,The bus leaves from Anaheim Intermodal Center and arrives at the Santa Fe Depot.,Great. Now I need to look for one hotel room there. I'd prefer something with a 2 star rating.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '1', 'star_rating': '2', 'destination': '[CLS]'}",The bus leaves from Anaheim Intermodal Center and arrives at the Santa Fe Depot.,Great. Now I need to look for one hotel room there. I'd prefer something with a 2 star rating.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.6, 0.4]"
460,No its not an overnight and it arrives at San International Airport.,great.,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",No its not an overnight and it arrives at San International Airport.,great.,"[0.4, 0.8, 0.2, 0.6, 0.6]","[0.6, 0.4, 0.8, 0.4, 0.4]"
461,,I really want to enjoy the city more. I'd like to buy some tickets for something happening there.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Certainly! There are so many exciting events happening in the city. Let me help you find the perfect tickets to make your experience even more enjoyable.,I really want to enjoy the city more. I'd like to buy some tickets for something happening there.,"[0.8, 0.6, 0.7, 0.75, 0.4]","[0.7, 0.5, 0.6, 0.7, 0.5]"
462,Your requested tickets have been booked.,Can you tell me the location of the venue?,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: venue_address
Slot values: {}",Your requested tickets have been booked.,Can you tell me the location of the venue?,"[0.8, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.5, 0.7, 0.4]"
463,Unfortunately I was unable to find any other suitable events. Would you like my help with anything else?,No. Thank you very much. You've been very helpful.,"Service name: Events_2
Active intent: 
Requested slots: 
Slot values: {}",Unfortunately I was unable to find any other suitable events. Would you like my help with anything else?,No. Thank you very much. You've been very helpful.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.6, 0.4, 0.8, 0.2]"
464,How many tickets will you need?,I need one ticket.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'group_size': '1'}",How many tickets will you need?,I need one ticket.,"[0.6, 0.8, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.5, 0.7, 0.4]"
465,Your song has started playing.,What is the name of the singer and the album that it is on?,"Service name: Music_2
Active intent: PlayMedia
Requested slots: album, artist
Slot values: {}",Your song has started playing.,Who is the singer and which album is this song from?,"[0.6, 0.7, 0.4, 0.5, 0.3]","[0.7, 0.6, 0.5, 0.6, 0.4]"
466,"You would like to book 1 economy ticket on the American Airlines flight from Phoenix to San Francisco on March 2nd, is that correct?","Yes, please book it.","Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'passengers': '1'}","You would like to book 1 economy ticket on the American Airlines flight from Phoenix to San Francisco on March 2nd, is that correct?","Yes, please book it.","[0.6, 0.8, 0.4, 0.6, 0.3]","[0.4, 0.2, 0.6, 0.4, 0.7]"
467,Please confirm: You want me to play Shazam! without subtitles.,No. Please play it with subtitles.,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True'}",Please confirm: You want me to play Shazam! without subtitles.,No. Please play it with subtitles.,"[0.4, 0.6, 0.3, 0.2, 0.7]","[0.4, 0.2, 0.3, 0.8, 0.1]"
468,The price is 3240 for the staying and it is at 630 North Rush Street,Any other results?,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {}",The price is 3240 for the staying and it is at 630 North Rush Street,Are there any other options available?,"[0.5, 0.8, 0.2, 0.4, 0.6]","[0.7, 0.3, 0.6, 0.7, 0.3]"
469,"Sure, where would you like to search? How many bedrooms?",I'd like a 2 bedroom place in Mountain View.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '2', 'area': 'Mountain View'}","Sure, where would you like to search? How many bedrooms?",I'd like a 2 bedroom place in Mountain View.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.6, 0.4, 0.6, 0.4]"
470,When do you want to go?,I am free to see it this Saturday.,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'visit_date': 'this Saturday'}",When do you want to go?,I am free to see it this Saturday.,"[0.5, 0.8, 0.3, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.7, 0.1]"
471,,Can you help me find a salon?,"Service name: Services_1
Active intent: FindProvider
Requested slots: 
Slot values: {}",Can you help me find a salon?,I'm feeling adventurous today and want to explore a new salon. Can you help me find one that's not too far away?,"[0.6, 0.4, 0.2, 0.6, 0.4]","[0.8, 0.6, 0.4, 0.8, 0.2]"
472,"Yes, there is 1 stop and your ticket is not refundable.",Thank you for your help. Can you find me a nearby hotel?,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}","Yes, there is 1 stop and your ticket is not refundable.",Thank you for your help. Can you find me a nearby hotel?,"[0.2, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.8, 0.8, 0.2]"
473,"So you would like me to book a table at Asya Restaurant, in San Carlos, for today at 7 PM, for 3 people correct?",That works for me.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'date': 'today'}","So you would like me to book a table at Asya Restaurant, in San Carlos, for today at 7 PM, for 3 people correct?",That works for me.,"[0.8, 0.9, 0.4, 0.7, 0.2]","[0.6, 0.5, 0.6, 0.8, 0.3]"
474,"Sure, your appointment with the hair stylist is successful and you can reach them at 415-286-4371.",Thanks much. Please I wish to look for a good restaurant there. Is anything available?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': '[CLS]'}","Sure, your appointment with the hair stylist is successful and you can reach them at 415-286-4371.",Thanks much. Please I wish to look for a good restaurant there. Is anything available?,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.5, 0.4, 0.6, 0.7, 0.4]"
475,Where are you going?,I need 1 ticket going to SD on March 14th.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'travelers': '1', 'leaving_date': 'March 14th', 'to_location': 'SD'}",Where are you headed today?,I'd like to purchase a ticket for San Diego on March 14th.,"[0.7, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.5, 0.5, 0.6, 0.4]"
476,"Yes, it was released on 2012",Search for something else.,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {}","Yes, it was released on 2012.",I'm curious to explore more options. Search for something else.,"[0.7, 0.8, 0.4, 0.6, 0.3]","[0.8, 0.6, 0.5, 0.7, 0.2]"
477,On what date are you leaving?,On the 12th.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'the 12th'}",On what date are you leaving?,On the 12th.,"[0.6, 0.8, 0.4, 0.5, 0.3]","[0.7, 0.6, 0.5, 0.7, 0.4]"
478,What events do you want to see?,"I want to see Jethro Tull, he has some good reviews.","Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'event_name': 'Jethro Tull'}",What events do you want to see?,"I want to see Jethro Tull, he has some good reviews.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.8, 0.4]"
479,"If you'd like to visit a Park, Bartram's Garden is very nice.",That sounds good to me.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","If you'd like to visit a Park, Bartram's Garden is very nice.",That sounds good to me.,"[0.8, 0.7, 0.6, 0.85, 0.45]","[0.65, 0.5, 0.7, 0.8, 0.35]"
480,The flight leaves from SFO International Airport.,That sounds great. Could you search other flights for me? I would like to get back on the 4th of this month. I like to travel in Economy.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'seating_class': 'Economy', 'outbound_departure_time': '[CLS]', 'return_date': '4th of this month'}",The flight leaves from SFO International Airport.,That sounds amazing! Could you please explore other flight options for me? I need to return on the 4th of this month. I prefer traveling in Economy class.,"[0.8, 0.6, 0.4, 0.5, 0.3]","[0.7, 0.6, 0.6, 0.7, 0.4]"
481,What city do you want the dentist to be in?,They should be in Sebastopol.,"Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {'city': 'Sebastopol'}",What city do you prefer the dentist to be in?,Sebastopol would be my choice.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.5, 0.6, 0.4]"
482,wanna add an event?,no skip it,"Service name: Calendar_1
Active intent: 
Requested slots: 
Slot values: {}",wanna add an event?,no skip it,"[0.6, 0.4, 0.4, 0.4, 0.2]","[0.4, 0.2, 0.2, 0.6, 0.8]"
483,This attraction is a good spot to take children along.,"Reserve me a hotel near there, I want to check in today one bedroom and check out on Sunday this week.","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",This attraction is a good spot to take children along.,I'd love to stay at a hotel nearby. Could you please reserve a one-bedroom for me checking in today and checking out on Sunday this week?,"[0.8, 0.7, 0.4, 0.6, 0.3]","[0.7, 0.8, 0.5, 0.7, 0.4]"
484,Any particular city I should search in? What cuisine did you have in mind?,Please find me a Ramen restaurant in San Fran.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'San Fran', 'cuisine': 'Ramen'}",Any particular city I should search in? What cuisine did you have in mind?,Please find me a Ramen restaurant in San Fran.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.5, 0.6, 0.8, 0.4]"
485,Is the event happening at 2400 Samaritan Drive #105 and what time is the event?,"Yes, the event is at 2 o""clock in the afternoon and the name is Doctor appointment.","Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {'event_location': '2400 Samaritan Drive # 105', 'event_name': 'Doctor appointment', 'event_time': '2 o "" clock in the afternoon'}",Is the event happening at 2400 Samaritan Drive #105 and what time is the event?,"Yes, the event is at 2 o'clock in the afternoon and the name is Doctor appointment.","[0.8, 0.9, 0.4, 0.7, 0.3]","[0.6, 0.5, 0.6, 0.8, 0.4]"
486,There is a viewing at 4 pm at the Regal Cinemas Crow Canyon 6.,Great. I also need to check for a budget restaurant with a salad bar.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_time': '4 pm'}",There is a viewing at 4 pm at the Regal Cinemas Crow Canyon 6.,Great. I also need to check for a budget restaurant with a salad bar.,"[0.5, 0.8, 0.3, 0.6, 0.2]","[0.7, 0.4, 0.4, 0.8, 0.3]"
487,"Sure, there is a another bus that departs at 9:40 am with 0 transfers also. It is a little more expensive. It is $22.","Ok, that time works for us, but what bus station does the bus leave from? I want to make sure it is not too far from our homes.","Service name: Buses_1
Active intent: FindBus
Requested slots: from_station
Slot values: {}","Sure, there is indeed another bus departing at 9:40 am with no transfers required. It is a bit more expensive at $22.","Ok, that time works for us, but could you please tell me the specific bus station where the bus departs from? We want to ensure it is not too far from our homes.","[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.8, 0.4, 0.8, 0.4]"
488,Yes. What type of food do you prefer?,I think California food will be good.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'California'}",Yes. What type of food do you prefer?,I think California food will be good.,"[0.5, 0.6, 0.4, 0.6, 0.3]","[0.7, 0.4, 0.6, 0.7, 0.3]"
489,"Do you want an ENT Specialist, a dermatologist, or something else? In which city should I check?",I need a dermatologist in Napa.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'type': 'Dermatologist', 'city': 'Napa'}","Do you prefer a specialist in ENT, dermatology, or another field? And which city are you located in?",I am in need of a dermatologist in Napa.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.5, 0.6, 0.8, 0.4]"
490,You are booked.,Do they got laundry service? How is their rating?,"Service name: Hotels_2
Active intent: BookHouse
Requested slots: has_laundry_service, rating
Slot values: {}",You have a reservation.,Do they offer laundry service? Can you tell me their ratings?,"[0.4, 0.8, 0.2, 0.6, 0.3]","[0.6, 0.4, 0.4, 0.6, 0.2]"
491,Please confirm you're booking an American Airlines Premium Economy flight for 1 passenger from New York to Philadelphia on March 9th.,"Yes, that is correct. Which airport will the flight leave from and will the ticket be refundable?","Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: origin_airport, refundable
Slot values: {'passengers': '1'}",Please confirm you're booking an American Airlines Premium Economy flight for 1 passenger from New York to Philadelphia on March 9th.,"Yes, that is correct. I'm excited about this trip! Could you please let me know which airport the flight will depart from? Also, I'm interested in knowing if the ticket can be refunded if needed.","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.5, 0.8, 0.8, 0.2]"
492,OK. 2 economy seats for a Fresno to San Diego bus on March 12th at 12 pm?,"Yes, that is correct.","Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",OK. 2 economy seats for a Fresno to San Diego bus on March 12th at 12 pm?,"Yes, that is correct.","[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.6, 0.4]"
493,Your tickets for the event has been booked and confirmed successfully. Have fun there!,Thank you so much. Can you find me Economy class tickets in a one flight called United Airlines for 3rd of March?,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Your tickets for the event has been booked and confirmed successfully. Have fun there!,Thank you so much. Can you find me Economy class tickets in a one flight called United Airlines for 3rd of March?,"[0.8, 0.9, 0.4, 0.6, 0.2]","[0.7, 0.6, 0.5, 0.8, 0.3]"
494,Where are you headed?,I'm going to San Diego to see Shamoo.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'destination': 'San Diego'}",Where are you headed?,I'm heading to San Diego to visit Shamoo the killer whale.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.2]"
495,"What about the movies Ash Is Purest White, Captain Marvel or Citizen Kane?",Can you find something else. I'd like to watch a film in imax if possible.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'show_type': 'imax'}","What about the movies Ash Is Purest White, Captain Marvel or Citizen Kane?",Can you find something else. I'd like to watch a film in imax if possible.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.6, 0.4, 0.6, 0.4]"
496,"Before I can do that, I need you to read and confirm the data I have acquired. You want to buy a bus ticket for 1 person. You leave from Washington on march 11th at 8:20 am to reach New york.","Yes, it's just what I asked. What is the name of the station I will leave from?","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: from_station
Slot values: {}","Before I can proceed, I need you to review and confirm the data I have collected. You are looking to purchase a bus ticket for one person. You will be departing from Washington on March 11th at 8:20 am to arrive in New York.","Yes, that's exactly what I wanted. Could you please tell me the name of the departure station?","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.8, 0.7, 0.4]"
497,There are 8 buses that meet your criteria. How about an Economy extra ticket on a bus leaving at 8:40 am costing $44 per ticket.,Okay great. I'd also like to find a hotel with wifi to stay in while I'm there.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'has_wifi': 'True', 'destination': '[CLS]'}",There are 8 buses that meet your criteria. How about an Economy extra ticket on a bus leaving at 8:40 am costing $44 per ticket.,Okay great. I'd also like to find a hotel with wifi to stay in while I'm there.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.4, 0.8, 0.2]"
498,I've added it to your calendar.,"Thanks, that's all!","Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {}",I've added it to your calendar.,"Thanks, that's all!","[0.5, 0.8, 0.2, 0.7, 0.3]","[0.4, 0.3, 0.4, 0.6, 0.2]"
499,Will you be picking the car up at Benito Juarez International Airport?,"Yes, that is correct.","Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {'pickup_location': 'Benito Juarez International Airport'}",Will you be picking the car up at Benito Juarez International Airport?,"Yes, that is correct.","[0.5, 0.8, 0.3, 0.6, 0.2]","[0.6, 0.7, 0.4, 0.7, 0.4]"
500,I have a Standard Altima available on March 11th at Fresno Yosemite International Airport.,Sounds cool. Reserve this car or me.,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {'type': 'Standard', 'pickup_location': 'Fresno Yosemite International Airport'}",I have a Standard Altima available on March 11th at Fresno Yosemite International Airport.,Sounds cool. Reserve this car for me.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.2]"
501,Do you want to buy a ticket for this flight?,"No, I don't want to buy a ticket. Thank you, that is all I need.","Service name: Flights_1
Active intent: 
Requested slots: 
Slot values: {}",Do you want to buy a ticket for this flight?,"No, I don't want to buy a ticket. Thank you, that is all I need.","[0.5, 0.8, 0.4, 0.6, 0.3]","[0.2, 0.6, 0.2, 0.4, 0.6]"
502,Which city? Kind of food?,Diner in Mountain View.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'Mountain View', 'cuisine': 'Diner'}",Which city? Kind of food?,Diner in Mountain View.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.6, 0.8, 0.2]"
503,Would you like to schedule a visit to this location?,"Perhaps another time. Can you tell me my availability for that day, March 2nd.","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': 'March 2nd'}",Would you like to schedule a visit to this location?,"Perhaps another time. Can you tell me my availability for that day, March 2nd?","[0.8, 0.7, 0.6, 0.5, 0.4]","[0.7, 0.6, 0.4, 0.8, 0.5]"
504,,I am not well and I need to find a doctor in San Jose.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'city': 'San Jose'}",nan,I am feeling under the weather and I am looking for a physician in San Jose.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.3, 0.4, 0.6, 0.2]"
505,There is one that leaves at 7:40 am. The price is $10 and it's an Economy ticket.,What station do I leave from?,"Service name: Buses_2
Active intent: FindBus
Requested slots: destination_station_name, origin_station_name
Slot values: {}",There is one that leaves at 7:40 am. The price is $10 and it's an Economy ticket.,Which station is the departure from?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.6, 0.8, 0.2]"
506,It has 1 stop.,"Where does it depart from, and when does it arrive?","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}",It has 1 stop.,Could you please provide me with the departure location and the arrival time?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.6, 0.7, 0.8, 0.4]"
507,Need your final confirmation to book the Hotel Atrium Inn Vancouver up to March 8th.,That is confirmed and you can proceed further.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Need your final confirmation to book the Hotel Atrium Inn Vancouver up to March 8th.,That is confirmed and you can proceed further.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.2]"
508,What type of event are you interested in?,I want a sports event.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Sports'}",What type of event are you interested in?,I want to attend a sports event.,"[0.8, 0.6, 0.4, 0.2, 0.3]","[0.6, 0.4, 0.2, 0.6, 0.4]"
509,yes it is 707-257-1550.,That suits me. Check my planner for availability on that day?,"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {}","Yes, it is 707-257-1550.",That suits me. Could you please check my planner to see if I'm available on that day?,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.8, 0.4, 0.8, 0.3]"
510,From what city?,I need something from Washington.,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin': 'Washington'}",From what city?,I need something from Washington.,"[0.5, 0.8, 0.2, 0.7, 0.4]","[0.7, 0.4, 0.6, 0.6, 0.3]"
511,"To confirm: You would like an appointment with Alan B. Scott, M.D. at 2 pm on March 11th.",On second thought make it 15:45.,"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '15 : 45'}","To confirm: You would like an appointment with Alan B. Scott, M.D. at 2 pm on March 11th.",On second thought make it 15:45.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.4, 0.6, 0.4, 0.4]"
512,When and from where are you leaving?,I aim to leave from Sacramento on the 12th of this month.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'from_location': 'Sacramento', 'leaving_date': '12th of this month'}",When do you plan to depart and where will you be leaving from?,I plan to depart from Sacramento on the 12th of this month.,"[0.8, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.6, 0.4, 0.7, 0.4]"
513,Verify the following information please. Use the TV to play the song The Arena.,"Right, that's it.","Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {'playback_device': 'TV'}",Verify the following information please. Use the TV to play the song The Arena.,"Right, that's it.","[0.6, 0.8, 0.4, 0.5, 0.3]","[0.4, 0.2, 0.6, 0.5, 0.7]"
514,It should be an average of 74 degrees with a 32 percent chance of rain.,I'd like to find a hotel there.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'destination': '[CLS]'}",It should be an average of 74 degrees with a 32 percent chance of rain.,I'd like to find a hotel there.,"[0.5, 0.8, 0.2, 0.4, 0.3]","[0.6, 0.4, 0.7, 0.6, 0.2]"
515,,I'm looking for a movie to watch.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {}","Sure, I can help you with that! What genre are you in the mood for?",I'm looking for a movie to watch.,"[0.8, 0.6, 0.7, 0.65, 0.4]","[0.6, 0.4, 0.5, 0.55, 0.5]"
516,For what time?,Let's do it at 1:30 in the afternoon,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': '1 : 30 in the afternoon'}",For what time?,Let's do it at 1:30 in the afternoon,"[0.5, 0.8, 0.2, 0.6, 0.4]","[0.6, 0.5, 0.4, 0.7, 0.3]"
517,Is there anything else I can help you with?,No thats all thank you.,"Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}",Is there anything else I can assist you with?,"No, that's all, thank you.","[0.7, 0.6, 0.3, 0.8, 0.4]","[0.3, 0.4, 0.4, 0.3, 0.6]"
518,Total time of ride will be around 22 minutes.,Thanks. Search for some nice songs. I want to listen it now.,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {}",Total time of ride will be around 22 minutes.,Thanks. Could you please search for some lovely songs? I'm in the mood to listen to music now.,"[0.6, 0.8, 0.4, 0.2, 0.3]","[0.8, 0.4, 0.6, 0.8, 0.2]"
519,"I'm sorry, that time wasn't available. Shall I try to make an appointment at 3 pm on March 9th with Chen M Dwight MD?","Yes, that works for me.","Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '3 pm'}","I'm sorry, that time wasn't available. Shall I try to make an appointment at 3 pm on March 9th with Chen M Dwight MD?","Yes, that works for me.","[0.7, 0.8, 0.5, 0.6, 0.4]","[0.6, 0.7, 0.6, 0.7, 0.5]"
520,Will I book this hotel?,Yes book this for me.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Will I book this hotel?,"Yes, book this for me.","[0.6, 0.8, 0.4, 0.3, 0.5]","[0.7, 0.6, 0.5, 0.7, 0.4]"
521,,Please help me find an Adventure movie and I want to watch it on Imax show.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'show_type': 'imax', 'genre': 'Adventure'}",The user is looking for an Adventure movie to watch on Imax.,Please help me find an Adventure movie and I want to watch it on Imax show.,"[0.8, 0.4, 0.6, 0.5, 0.2]","[0.7, 0.6, 0.5, 0.7, 0.4]"
522,Your visit to the apartment has been scheduled.,"Thanks, that is all I need.","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Your visit to the apartment has been scheduled.,"Thanks, that is all I need.","[0.8, 0.9, 0.3, 0.7, 0.2]","[0.6, 0.4, 0.2, 0.8, 0.1]"
523,Of course. Do you have a hotel preference? When will you be checking in and how many days will you need?,I'd like to stay The Queens Park and I will be checking in on the 1st for 1 day.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'the 1st', 'hotel_name': 'The Queens Park', 'number_of_days': '1'}",Welcome! Do you have any specific hotel in mind that sparks your curiosity? When would you like to check in and for how long?,"I'd prefer to stay at The Queens Park, and I plan to check in on the 1st for just 1 day.","[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.2, 0.6, 0.4]"
524,Would you like a reservation?,"Yes, for two people later today in the afternoon 1:45.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '2', 'date': 'later today', 'time': 'afternoon 1 : 45'}",Would you like to explore any unique dining experiences later today? We have a reservation available for two at 1:45 in the afternoon.,"Yes, that sounds wonderful! Please reserve a table for two at 1:45 in the afternoon.","[0.8, 0.7, 0.6, 0.6, 0.4]","[0.7, 0.6, 0.5, 0.7, 0.3]"
525,"Sure, what date would you like to schedule?",How about Thursday next week.,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'visit_date': 'Thursday next week'}","Sure, what date would you like to schedule?",How about Thursday next week.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.2]"
526,How about Hot Water Music at Underground Arts?,When will it start and where exactly is the venue?,"Service name: Events_2
Active intent: FindEvents
Requested slots: time, venue_address
Slot values: {}",How about Hot Water Music at Underground Arts?,When will it start and where exactly is the venue?,"[0.5, 0.7, 0.6, 0.4, 0.3]","[0.4, 0.6, 0.5, 0.6, 0.4]"
527,The event kicks off at 5 pm at 1844 Southwest Morrison Street.,I am interested in that event.,"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {'date': '[CLS]'}",The event kicks off at 5 pm at 1844 Southwest Morrison Street.,I am intrigued by that event. It sounds like a great opportunity to explore new things!,"[0.5, 0.8, 0.4, 0.6, 0.3]","[0.7, 0.4, 0.6, 0.7, 0.2]"
528,Do you want to play now?,Yes.,"Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {}",Do you want to explore a new game or activity right now?,"Yes, I'm up for it!","[0.8, 0.6, 0.7, 0.5, 0.4]","[0.7, 0.5, 0.6, 0.7, 0.3]"
