id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
624,"Please confirm the following: You want an appointment with Dr. Chika Akera, MD. for March 12th at 11:30 am.","Yes, that is correct. Can you give me their rating?","Service name: Services_3
Active intent: BookAppointment
Requested slots: average_rating
Slot values: {}","Please confirm the following: You want an appointment with Dr. Chika Akera, MD. for March 12th at 11:30 am.","Yes, that is correct. Can you give me their rating?","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.8, 0.6, 0.7, 0.8, 0.4]","[0.150412455201149, 0.24915309250354767, 0.19359414279460907, 0.18512997031211853, 0.22171035408973694]","[0.15798801183700562, 0.2507930099964142, 0.18725238740444183, 0.1842748373746872, 0.2196917086839676]","[0.449587544798851, 0.5508469074964524, 0.20640585720539095, 0.5148700296878814, 0.07828964591026305]","[0.6420119881629944, 0.3492069900035858, 0.5127476125955581, 0.6157251626253128, 0.18030829131603243]"
625,Do you plan on checking in on March 13th?,"Yes, that is correct.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'March 13th'}",Do you plan on checking in on March 13th?,"Yes, that is correct.","[0.2, 0.8, 0.4, 0.6, 0.3]","[0.4, 0.6, 0.6, 0.8, 0.2]","[0.15852586925029755, 0.2426014244556427, 0.19953611493110657, 0.182074174284935, 0.21726246178150177]","[0.17480778694152832, 0.25063955783843994, 0.1833936721086502, 0.17758063971996307, 0.21357832849025726]","[0.041474130749702465, 0.5573985755443573, 0.20046388506889345, 0.417925825715065, 0.08273753821849822]","[0.2251922130584717, 0.34936044216156004, 0.41660632789134977, 0.622419360280037, -0.013578328490257252]"
626,"Yes, they are unisex and the phone number is 925-254-7474.","Sounds good, thank you. I'd like to make an appointment there at 4:30 pm on the 11th.","Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': 'the 11th', 'appointment_time': '4 : 30 pm', 'stylist_name': '[CLS]'}","Yes, they are unisex and the phone number is 925-254-7474.","Sounds good, thank you. I'd like to make an appointment there at 4:30 pm on the 11th.","[0.5, 0.75, 0.25, 0.5, 0.25]","[0.5, 0.75, 0.5, 0.75, 0.25]","[0.16499073803424835, 0.2469792515039444, 0.19332803785800934, 0.17618009448051453, 0.21852190792560577]","[0.15528753399848938, 0.24881501495838165, 0.1957763284444809, 0.18440569937229156, 0.2157154083251953]","[0.33500926196575165, 0.5030207484960556, 0.05667196214199066, 0.3238199055194855, 0.031478092074394226]","[0.3447124660015106, 0.5011849850416183, 0.3042236715555191, 0.5655943006277084, 0.03428459167480469]"
627,I've booked the tickets.,"I forgot to ask, what station will I be departing from and what station will I be arriving at?","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: from_station, to_station
Slot values: {}",I've booked the tickets.,"I forgot to ask, what station will I be departing from and what station will I be arriving at?","[0.8, 0.9, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.4, 0.8, 0.3]","[0.18356379866600037, 0.23662902414798737, 0.17760072648525238, 0.1782810091972351, 0.2239253669977188]","[0.1588105857372284, 0.2520971894264221, 0.18563169240951538, 0.19010749459266663, 0.2133530229330063]","[0.6164362013339997, 0.6633709758520127, 0.4223992735147476, 0.5217189908027648, 0.1760746330022812]","[0.5411894142627716, 0.34790281057357786, 0.21436830759048464, 0.6098925054073334, 0.0866469770669937]"
628,Your dentist appointment was booked successfully. The phone number is 408-316-8226.,Could you tell me the location?,"Service name: Services_2
Active intent: BookAppointment
Requested slots: address
Slot values: {}",Your dentist appointment was booked successfully. The phone number is 408-316-8226.,"Sure, could you kindly provide me with the location?","[0.5, 0.8, 0.3, 0.6, 0.2]","[0.6, 0.4, 0.5, 0.7, 0.3]","[0.16570952534675598, 0.2328639179468155, 0.19170092046260834, 0.1870446354150772, 0.2226809561252594]","[0.1654823273420334, 0.24863103032112122, 0.1939162015914917, 0.1875341683626175, 0.2044362872838974]","[0.334290474653244, 0.5671360820531846, 0.10829907953739165, 0.41295536458492277, -0.02268095612525939]","[0.4345176726579666, 0.1513689696788788, 0.3060837984085083, 0.5124658316373825, 0.09556371271610259]"
629,Just to confirm you want to watch Hackers without subtitles.,Yes. Who directed the movie?,"Service name: Media_1
Active intent: PlayMovie
Requested slots: directed_by
Slot values: {'subtitles': 'False'}",Just to confirm you want to watch Hackers without subtitles.,Yes. Who directed the movie?,"[0.4, 0.8, 0.2, 0.6, 0.3]","[0.6, 0.4, 0.8, 0.6, 0.2]","[0.1625422239303589, 0.23253825306892395, 0.20382270216941833, 0.18328459560871124, 0.21781222522258759]","[0.17346657812595367, 0.24152632057666779, 0.18643149733543396, 0.17445038259029388, 0.22412516176700592]","[0.23745777606964114, 0.5674617469310761, -0.003822702169418324, 0.41671540439128874, 0.0821877747774124]","[0.4265334218740463, 0.15847367942333224, 0.6135685026645661, 0.4255496174097061, -0.02412516176700591]"
630,There is a standard Altima available at YVR International Airport on March 10th.,"My plans have changed, is there anything else? I will need it now until 12th of March from 10:00.","Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'dropoff_date': '12th of March', 'pickup_time': '10 : 00'}",There is a standard Altima available at YVR International Airport on March 10th.,"My plans have changed, is there anything else? I will need it now until 12th of March from 10:00.","[0.8, 0.9, 0.4, 0.6, 0.2]","[0.7, 0.4, 0.5, 0.8, 0.3]","[0.16179075837135315, 0.2377992421388626, 0.1954939216375351, 0.1787300854921341, 0.22618597745895386]","[0.15965521335601807, 0.23195388913154602, 0.1965276002883911, 0.18087156116962433, 0.23099172115325928]","[0.6382092416286469, 0.6622007578611374, 0.20450607836246493, 0.4212699145078659, -0.026185977458953846]","[0.5403447866439819, 0.168046110868454, 0.3034723997116089, 0.6191284388303757, 0.06900827884674071]"
631,Would you like to pre-purchase your ticket?,"No, I need to find transportation for 4 people to get there.","Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {'number_of_riders': '4', 'destination': '[CLS]'}",Would you like to pre-purchase your ticket?,"No, I need to find transportation for 4 people to get there.","[0.7, 0.5, 0.6, 0.5, 0.4]","[0.6, 0.7, 0.4, 0.6, 0.3]","[0.16571015119552612, 0.23181337118148804, 0.199330672621727, 0.1896398365497589, 0.21350592374801636]","[0.16068869829177856, 0.24459931254386902, 0.19382169842720032, 0.1861131191253662, 0.2147771120071411]","[0.5342898488044738, 0.26818662881851196, 0.400669327378273, 0.3103601634502411, 0.18649407625198366]","[0.4393113017082214, 0.45540068745613094, 0.2061783015727997, 0.41388688087463377, 0.08522288799285888]"
632,It is 1047 lincoln highway suite 101. Your appointment is confired,find me a not very costly restaurnat with ramen food.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'price_range': 'moderate', 'city': '[CLS]', 'cuisine': 'ramen'}",system: It is 1047 Lincoln Highway Suite 101. Your appointment is confirmed.,user: Could you help me find a moderately priced restaurant that serves delicious ramen?,"[0.8, 0.9, 0.7, 0.6, 0.4]","[0.7, 0.6, 0.5, 0.8, 0.3]","[0.1584741175174713, 0.2322249710559845, 0.1932724565267563, 0.18182604014873505, 0.23420241475105286]","[0.1652524769306183, 0.2457207292318344, 0.1897294819355011, 0.1811954528093338, 0.2181018590927124]","[0.6415258824825287, 0.6677750289440155, 0.5067275434732437, 0.41817395985126493, 0.16579758524894717]","[0.5347475230693817, 0.35427927076816557, 0.3102705180644989, 0.6188045471906662, 0.08189814090728759]"
633,What time would you like to make the appointment for?,I want it for 5:30 pm.,"Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '5 : 30 pm'}",What time would you like to make the appointment for?,I want it for 5:30 pm.,"[0.8, 0.9, 0.4, 0.7, 0.2]","[0.6, 0.5, 0.3, 0.6, 0.4]","[0.17626912891864777, 0.24060288071632385, 0.1861918568611145, 0.19549821317195892, 0.20143793523311615]","[0.15883660316467285, 0.2522501051425934, 0.17908625304698944, 0.18702003359794617, 0.2228069305419922]","[0.6237308710813523, 0.6593971192836762, 0.21380814313888552, 0.504501786828041, -0.0014379352331161388]","[0.4411633968353271, 0.24774989485740662, 0.12091374695301055, 0.4129799664020538, 0.17719306945800783]"
634,What time is it for?,Make it for the afternoon 12:45.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': 'afternoon 12 : 45'}",What time is it for?,Make it for the afternoon 12:45.,"[0.5, 0.8, 0.2, 0.6, 0.4]","[0.7, 0.4, 0.6, 0.8, 0.3]","[0.17727184295654297, 0.23154617846012115, 0.1829548180103302, 0.18705016374588013, 0.22117699682712555]","[0.1683543473482132, 0.22934608161449432, 0.20143575966358185, 0.1786031424999237, 0.2222607135772705]","[0.32272815704345703, 0.5684538215398789, 0.01704518198966981, 0.41294983625411985, 0.17882300317287447]","[0.5316456526517868, 0.1706539183855057, 0.39856424033641813, 0.6213968575000763, 0.07773928642272948]"
635,The ticket is not refundable and the onward flight arrival time is 10:07 pm.,Do you have another available flight?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",The ticket is not refundable and the onward flight arrival time is 10:07 pm.,Do you have another available flight?,"[0.4, 0.8, 0.2, 0.2, 0.6]","[0.6, 0.4, 0.6, 0.8, 0.4]","[0.1646769791841507, 0.247284397482872, 0.1788298338651657, 0.18109789490699768, 0.22811083495616913]","[0.1728195995092392, 0.23585252463817596, 0.19642937183380127, 0.18193407356739044, 0.21296440064907074]","[0.23532302081584933, 0.552715602517128, 0.0211701661348343, 0.01890210509300233, 0.37188916504383085]","[0.4271804004907608, 0.16414747536182406, 0.4035706281661987, 0.6180659264326096, 0.18703559935092928]"
636,I found Argonaut Hotel. It has a 4.4 rating.,That's the one. That is all.,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': 'Argonaut Hotel'}",I found Argonaut Hotel. It has a 4.4 rating.,That's the one. That is all.,"[0.6, 0.7, 0.3, 0.5, 0.4]","[0.3, 0.4, 0.2, 0.4, 0.6]","[0.16067059338092804, 0.23251460492610931, 0.18609929084777832, 0.18381811678409576, 0.23689748346805573]","[0.17071498930454254, 0.23514774441719055, 0.19147059321403503, 0.17441201210021973, 0.22825460135936737]","[0.43932940661907194, 0.46748539507389064, 0.11390070915222167, 0.31618188321590424, 0.1631025165319443]","[0.12928501069545745, 0.16485225558280947, 0.008529406785964977, 0.2255879878997803, 0.3717453986406326]"
637,Confirm John Wayne on TV.,Is that from two years ago?,"Service name: Music_1
Active intent: PlaySong
Requested slots: artist, year
Slot values: {}",Confirm John Wayne on TV.,"Is that from two years ago? I remember seeing it when it first aired. It was such a classic film, don't you think?","[0.5, 0.7, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.6, 0.8, 0.4]","[0.16813799738883972, 0.23385390639305115, 0.1917601078748703, 0.18347662687301636, 0.22277137637138367]","[0.15319959819316864, 0.25073322653770447, 0.19411872327327728, 0.19030626118183136, 0.21164214611053467]","[0.3318620026111603, 0.4661460936069488, 0.20823989212512972, 0.4165233731269836, 0.07722862362861632]","[0.5468004018068313, 0.3492667734622955, 0.4058812767267227, 0.6096937388181687, 0.18835785388946535]"
638,Your visit to the apartment is scheduled.,Thanks a lot.,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}",Your visit to the apartment is scheduled.,Thanks a lot.,"[0.4, 0.8, 0.2, 0.6, 0.3]","[0.2, 0.4, 0.4, 0.8, 0.1]","[0.1750616580247879, 0.22330112755298615, 0.20562970638275146, 0.18894121050834656, 0.20706631243228912]","[0.16307421028614044, 0.22169461846351624, 0.20211970806121826, 0.18039430677890778, 0.23271715641021729]","[0.22493834197521212, 0.5766988724470139, -0.005629706382751454, 0.4110587894916534, 0.09293368756771087]","[0.03692578971385957, 0.1783053815364838, 0.19788029193878176, 0.6196056932210923, -0.13271715641021728]"
639,I found 1 horror movie called the curse of la llorona,the curse of la llorona sound good. what time do they have it available,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'movie_name': 'the curse of la llorona'}",I found 1 horror movie called the curse of la llorona.,The curse of la llorona sounds intriguing. What time do they have it available?,"[0.8, 0.6, 0.4, 0.4, 0.2]","[0.8, 0.6, 0.6, 0.6, 0.2]","[0.160109743475914, 0.2486220896244049, 0.1804509311914444, 0.18150456249713898, 0.22931262850761414]","[0.16019201278686523, 0.2443346083164215, 0.18968822062015533, 0.17993490397930145, 0.22585031390190125]","[0.639890256524086, 0.35137791037559507, 0.21954906880855563, 0.21849543750286105, -0.029312628507614125]","[0.6398079872131348, 0.35566539168357847, 0.41031177937984464, 0.4200650960206985, -0.025850313901901234]"
640,Please confirm the following details:Play the song Easy World on Bedroom speaker.,"Yes, you are right.","Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {}",Please confirm the following details: Play the song Easy World on Bedroom speaker.,"Yes, you are right.","[0.6, 0.8, 0.4, 0.6, 0.3]","[0.4, 0.2, 0.6, 0.4, 0.7]","[0.16241277754306793, 0.23667658865451813, 0.187641441822052, 0.18717610836029053, 0.22609300911426544]","[0.17387782037258148, 0.2593446969985962, 0.179663747549057, 0.1819368153810501, 0.2051769196987152]","[0.43758722245693205, 0.5633234113454819, 0.21235855817794802, 0.41282389163970945, 0.07390699088573455]","[0.22612217962741854, -0.05934469699859618, 0.42033625245094297, 0.2180631846189499, 0.49482308030128475]"
641,This event will start at 5 pm and the venue is located at 5500 Campanile Drive.,That is Okay and thanks.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",This event will start at 5 pm and the venue is located at 5500 Campanile Drive.,That is Okay and thanks.,"[0.5, 0.8, 0.2, 0.4, 0.3]","[0.6, 0.4, 0.3, 0.7, 0.2]","[0.15085946023464203, 0.2560567259788513, 0.1796943098306656, 0.18354569375514984, 0.22984382510185242]","[0.17437301576137543, 0.24152395129203796, 0.1818496286869049, 0.17479774355888367, 0.22745564579963684]","[0.34914053976535797, 0.5439432740211487, 0.020305690169334423, 0.21645430624485018, 0.07015617489814757]","[0.42562698423862455, 0.15847604870796206, 0.11815037131309508, 0.5252022564411163, -0.02745564579963683]"
642,It's a Pop song from 2018.,"Okay. Yeah, that's the song.","Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {'song_name': '[CLS]'}",It's a Pop song from 2018.,"Okay. Yeah, that's the song.","[0.5, 0.8, 0.3, 0.4, 0.2]","[0.3, 0.4, 0.2, 0.4, 0.6]","[0.15566299855709076, 0.24465559422969818, 0.20271912217140198, 0.18636688590049744, 0.21059536933898926]","[0.16497911512851715, 0.2431257963180542, 0.1914191097021103, 0.18346156179904938, 0.21701447665691376]","[0.34433700144290924, 0.5553444057703019, 0.09728087782859801, 0.21363311409950259, -0.010595369338989247]","[0.13502088487148284, 0.15687420368194582, 0.00858089029788972, 0.21653843820095064, 0.3829855233430862]"
643,The bus departs at 10:20 am and it costs $32. The bus has 0 transfers.,What's the bus station I am leaving from? Which bus station am I reaching?,"Service name: Buses_1
Active intent: FindBus
Requested slots: from_station, to_station
Slot values: {}",The bus departs at 10:20 am and it costs $32. The bus has 0 transfers.,I'm excited to embark on this journey! Could you please tell me the starting bus station and the destination bus station?,"[0.5, 0.8, 0.3, 0.6, 0.2]","[0.8, 0.6, 0.7, 0.8, 0.4]","[0.15766313672065735, 0.24269387125968933, 0.1886930912733078, 0.17552025616168976, 0.23542968928813934]","[0.15874765813350677, 0.2444642037153244, 0.19419491291046143, 0.18578413128852844, 0.2168091982603073]","[0.34233686327934265, 0.5573061287403107, 0.11130690872669219, 0.4244797438383102, -0.03542968928813933]","[0.6412523418664933, 0.3555357962846756, 0.5058050870895385, 0.6142158687114716, 0.1831908017396927]"
644,Please confirm: You are buying 1 economy ticket on the bus from Portland to Seattle on March 14th. The bus will leave at 8:40 am.,"Yes, that's right.","Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",Please confirm: You are buying 1 economy ticket on the bus from Portland to Seattle on March 14th. The bus will leave at 8:40 am.,"Yes, that's right.","[0.2, 0.6, 0.4, 0.6, 0.2]","[0.4, 0.4, 0.2, 0.4, 0.4]","[0.15383298695087433, 0.24262607097625732, 0.1977078914642334, 0.1765875220298767, 0.22924552857875824]","[0.16768018901348114, 0.2664024531841278, 0.18369784951210022, 0.17970889806747437, 0.20251056551933289]","[0.04616701304912568, 0.35737392902374265, 0.20229210853576662, 0.42341247797012327, -0.02924552857875823]","[0.23231981098651888, 0.13359754681587221, 0.01630215048789979, 0.22029110193252566, 0.19748943448066714]"
645,,I am looking for some bus tickets for my trip.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}",I can help you with that. Where are you planning to travel to?,I am looking for some bus tickets for my trip.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.6, 0.4, 0.4, 0.6, 0.5]","[0.16205890476703644, 0.2528773844242096, 0.1823645830154419, 0.18748736381530762, 0.2152118682861328]","[0.162713423371315, 0.23826903104782104, 0.18997779488563538, 0.19057156145572662, 0.2184682935476303]","[0.43794109523296354, 0.5471226155757904, 0.21763541698455813, 0.5125126361846923, 0.08478813171386718]","[0.437286576628685, 0.16173096895217898, 0.21002220511436465, 0.40942843854427335, 0.2815317064523697]"
646,I have made the reservations.,Can I get a number to contact them and the address?,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: phone_number, street_address
Slot values: {}",I have made the reservations.,Can I get a number to contact them and the address?,"[0.5, 0.9, 0.2, 0.8, 0.3]","[0.7, 0.4, 0.6, 0.7, 0.5]","[0.17999312281608582, 0.2276393324136734, 0.19200566411018372, 0.181254580616951, 0.21910731494426727]","[0.15556809306144714, 0.23452863097190857, 0.19118964672088623, 0.19035905599594116, 0.22835451364517212]","[0.3200068771839142, 0.6723606675863266, 0.007994335889816295, 0.6187454193830491, 0.08089268505573272]","[0.5444319069385528, 0.16547136902809145, 0.40881035327911375, 0.5096409440040588, 0.2716454863548279]"
647,Okay sure. What kind of food do you want to eat?,I'm in the mood for Curry.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'Curry'}",Okay sure. What kind of food do you want to eat?,I'm craving for some traditional Japanese ramen.,"[0.5, 0.8, 0.3, 0.6, 0.2]","[0.7, 0.4, 0.6, 0.7, 0.1]","[0.15965263545513153, 0.2376222163438797, 0.1892499476671219, 0.18640631437301636, 0.22706885635852814]","[0.1682930439710617, 0.23330312967300415, 0.1815096139907837, 0.1898205578327179, 0.2270737588405609]","[0.34034736454486847, 0.5623777836561203, 0.1107500523328781, 0.4135936856269836, -0.027068856358528126]","[0.5317069560289382, 0.16669687032699587, 0.4184903860092163, 0.5101794421672821, -0.1270737588405609]"
648,,I would like to find an apartment. It should have 3 bedrooms and 3 baths.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_baths': '3', 'number_of_beds': '3'}",The user is looking for an apartment with specific requirements.,I would like to find an apartment. It should have 3 bedrooms and 3 baths.,"[0.5, 0.7, 0.3, 0.4, 0.2]","[0.6, 0.8, 0.4, 0.5, 0.3]","[0.16023144125938416, 0.23976647853851318, 0.1892053484916687, 0.1844547539949417, 0.22634203732013702]","[0.1682557314634323, 0.2384418398141861, 0.18447251617908478, 0.18754859268665314, 0.22128139436244965]","[0.33976855874061584, 0.46023352146148677, 0.11079465150833129, 0.2155452460050583, -0.026342037320137013]","[0.43174426853656767, 0.561558160185814, 0.21552748382091524, 0.31245140731334686, 0.07871860563755034]"
649,When would you like to go?,On the 13th please.,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'visit_date': 'the 13th'}",When would you like to go?,On the 13th please.,"[0.5, 0.8, 0.2, 0.5, 0.3]","[0.4, 0.6, 0.4, 0.6, 0.4]","[0.17997470498085022, 0.24950623512268066, 0.1744900941848755, 0.1880539506673813, 0.20797500014305115]","[0.1712855100631714, 0.23975296318531036, 0.18503831326961517, 0.18057957291603088, 0.223343625664711]","[0.3200252950191498, 0.5504937648773194, 0.025509905815124523, 0.3119460493326187, 0.09202499985694884]","[0.22871448993682864, 0.3602470368146896, 0.21496168673038485, 0.4194204270839691, 0.17665637433528902]"
650,The ticket is confirmed. It will cost you $13.,Thanks a lot for help. I want to get back to booking of tickets.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '4', 'city': '[CLS]', 'date': '[CLS]', 'event_name': '[CLS]'}",The ticket is confirmed. It will cost you $13.,Thank you so much for your assistance. I'd like to proceed with booking the tickets.,"[0.5, 0.8, 0.2, 0.6, 0.3]","[0.7, 0.6, 0.8, 0.7, 0.2]","[0.16052410006523132, 0.2326378971338272, 0.20124004781246185, 0.17523998022079468, 0.2303580343723297]","[0.16293734312057495, 0.24337716400623322, 0.19152139127254486, 0.19114172458648682, 0.21102239191532135]","[0.3394758999347687, 0.5673621028661728, -0.001240047812461842, 0.4247600197792053, 0.06964196562767028]","[0.537062656879425, 0.35662283599376676, 0.6084786087274552, 0.5088582754135131, -0.011022391915321339]"
651,Is there anything else I can help with?,No thank you.,"Service name: Events_2
Active intent: 
Requested slots: 
Slot values: {}",Is there anything else I can help with?,No thank you.,"[0.4, 0.8, 0.2, 0.6, 0.3]","[0.2, 0.4, 0.2, 0.6, 0.4]","[0.16455574333667755, 0.23366539180278778, 0.1920529454946518, 0.17751026153564453, 0.23221567273139954]","[0.16124708950519562, 0.23884782195091248, 0.21149644255638123, 0.18275274336338043, 0.2056557983160019]","[0.23544425666332247, 0.5663346081972123, 0.007947054505348217, 0.42248973846435545, 0.06778432726860045]","[0.03875291049480439, 0.16115217804908755, -0.011496442556381214, 0.41724725663661955, 0.19434420168399813]"
652,Where would you like to fly to?,I am traveling to New Delhi.,"Service name: Flights_2
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'destination': 'New Delhi'}",Where would you like to explore next?,I am planning to visit New Delhi for its rich history and vibrant culture.,"[0.7, 0.8, 0.6, 0.5, 0.4]","[0.8, 0.6, 0.4, 0.7, 0.3]","[0.16775795817375183, 0.24080818891525269, 0.1920657753944397, 0.18483911454677582, 0.2145289033651352]","[0.16393691301345825, 0.2390071451663971, 0.18751680850982666, 0.18448014557361603, 0.22505895793437958]","[0.5322420418262481, 0.5591918110847474, 0.4079342246055603, 0.3151608854532242, 0.18547109663486483]","[0.6360630869865418, 0.3609928548336029, 0.21248319149017336, 0.5155198544263839, 0.07494104206562041]"
653,The departing station is Santa Fe Depot and arriving at Union Station.,"That sounds good, I'd like to reserve the bus for four people.","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'travelers': '4', 'leaving_time': '[CLS]'}",The departing station is Santa Fe Depot and arriving at Union Station.,"That sounds good, I'd like to reserve the bus for four people.","[0.5, 0.75, 0.25, 0.6, 0.3]","[0.4, 0.8, 0.45, 0.7, 0.2]","[0.16105316579341888, 0.2361861914396286, 0.18843966722488403, 0.18765869736671448, 0.22666221857070923]","[0.15924516320228577, 0.24283373355865479, 0.18919287621974945, 0.18633681535720825, 0.2223912626504898]","[0.3389468342065811, 0.5138138085603714, 0.06156033277511597, 0.4123413026332855, 0.07333778142929076]","[0.24075483679771426, 0.5571662664413453, 0.26080712378025056, 0.5136631846427917, -0.022391262650489796]"
654,I've found 10 hotels matching your search. How about the best Western Of Long beach? It's a nice 1 star hotel.,"Okay, that sounds good to me.","Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': 'best Western Of Long beach'}",I've found 10 hotels matching your search. How about the best Western Of Long beach? It's a nice 1 star hotel.,"Okay, that sounds good to me.","[0.8, 0.6, 0.4, 0.5, 0.3]","[0.4, 0.5, 0.6, 0.7, 0.2]","[0.15312787890434265, 0.24429085850715637, 0.18990756571292877, 0.18466992676258087, 0.22800375521183014]","[0.16098566353321075, 0.2376856654882431, 0.20334435999393463, 0.18853400647640228, 0.20945031940937042]","[0.6468721210956574, 0.3557091414928436, 0.21009243428707125, 0.31533007323741913, 0.07199624478816985]","[0.23901433646678927, 0.2623143345117569, 0.39665564000606535, 0.5114659935235977, -0.009450319409370411]"
655,The Beach Boys concert will also take place at the PNE Amphitheatre on March 9th.,"Great, that will work for me. Let me buy some tickets.","Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'date': 'March 9th'}",The Beach Boys concert will also take place at the PNE Amphitheatre on March 9th.,"Great, that will work for me. Let me buy some tickets.","[0.5, 0.8, 0.2, 0.3, 0.4]","[0.6, 0.6, 0.4, 0.6, 0.3]","[0.1487182378768921, 0.24658749997615814, 0.19039520621299744, 0.1811515986919403, 0.23314745724201202]","[0.16225852072238922, 0.23172028362751007, 0.1890409141778946, 0.19599361717700958, 0.22098658978939056]","[0.3512817621231079, 0.5534125000238419, 0.009604793787002575, 0.11884840130805968, 0.166852542757988]","[0.43774147927761076, 0.3682797163724899, 0.21095908582210543, 0.4040063828229904, 0.07901341021060942]"
656,Shall I book you a ticket?,"Yes please, I'd like that.","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",Shall I book you a ticket?,"Yes please, I'd like that.","[0.5, 0.8, 0.3, 0.7, 0.2]","[0.6, 0.6, 0.4, 0.8, 0.4]","[0.1722516566514969, 0.23716570436954498, 0.1951105296611786, 0.1824030578136444, 0.2130690962076187]","[0.1686229258775711, 0.24121908843517303, 0.19518858194351196, 0.18576176464557648, 0.2092077136039734]","[0.3277483433485031, 0.5628342956304551, 0.1048894703388214, 0.5175969421863555, -0.013069096207618702]","[0.43137707412242887, 0.35878091156482694, 0.20481141805648806, 0.6142382353544236, 0.19079228639602663]"
657,"Sure, you can reach them at +1 206-448-4721.",Perfect. Now let's get 3 tickets to the event.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': '[CLS]'}","Sure, you can reach them at +1 206-448-4721.",Perfect. Now let's get 3 tickets to the event.,"[0.7, 0.8, 0.2, 0.6, 0.4]","[0.6, 0.4, 0.5, 0.5, 0.3]","[0.1549680233001709, 0.25454092025756836, 0.18303069472312927, 0.18805046379566193, 0.21940992772579193]","[0.15803976356983185, 0.24267646670341492, 0.18851543962955475, 0.18617820739746094, 0.22459010779857635]","[0.5450319766998291, 0.5454590797424317, 0.01696930527687074, 0.41194953620433805, 0.1805900722742081]","[0.44196023643016813, 0.1573235332965851, 0.31148456037044525, 0.31382179260253906, 0.07540989220142363]"
658,"You might also consider visiting Grace Cathedral, which is a Place of Worship.",Is the entrance to this attraction free of charge?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: free_entry
Slot values: {}","You might also consider visiting Grace Cathedral, which is a Place of Worship.",Is the entrance to this attraction free of charge?,"[0.7, 0.8, 0.4, 0.6, 0.3]","[0.2, 0.3, 0.4, 0.2, 0.6]","[0.15901237726211548, 0.24983634054660797, 0.17775994539260864, 0.18829160928726196, 0.22509963810443878]","[0.16448286175727844, 0.23791071772575378, 0.1934225857257843, 0.18419387936592102, 0.21998995542526245]","[0.5409876227378845, 0.5501636594533921, 0.22224005460739138, 0.411708390712738, 0.07490036189556121]","[0.03551713824272157, 0.062089282274246205, 0.20657741427421572, 0.01580612063407899, 0.3800100445747375]"
